Title	WebSite	Address	Phone	Email
Aussie Mobile Phone Repairs	http://www.aussiemobilephonerepairs.com.au/	Town Square Redbank Plains Shopping Centre, 60B/357-403 Redbank Plains Rd, Redbank Plains QLD 4301, Australia	+61 7 3814 2864	No
Samsung Galaxy Repairs	https://www.samsunggalaxyrepairs.com.au/	Brisbane City QLD 4000, Australia	+61 466 002 258	hello@samsunggalaxyrepairs.com.au
Happytel	http://au.happytel.com/	K31/111 W Lakes Blvd, West Lakes SA 5021, Australia	+61 8 8353 6756	info@happytel.com
Happytel Canberra Centre	http://au.happytel.com/	Kiosk FFK27 Canberra Centre (near JB Hifi on, Level 1/148 Bunda St, Canberra ACT 2601, Australia	+61 2 6257 9978	info@happytel.com
Daddys Phones Repairs Adelaide	http://daddysphones.com.au/	132 Muller Rd, Greenacres SA 5086, Australia	+61 449 852 130	daddysphones@gmail.com
iExperts	http://www.iexperts.com.au/	Suite 9A, Level 9/428 George Street The Dymocks Building, Sydney NSW 2000, Australia	+61 1300 500 511	sydney@iExperts.com.au , Repairs@iExperts.com.au
IDOC Iphone & Ipad Screen Repairs South Yarra	https://www.idocrepair.com.au/	1/48 Macfarlan St, South Yarra VIC 3141, Australia	+61 3 9867 4292	services@idocrepair.com.au
Casphone Phone, Computer & IT Repairs	http://www.casphone.com.au/	13 Hervey Range Rd, Thuringowa Central QLD 4817, Australia	+61 7 3733 0960	support@casphone.com.au
iFix Repair Brunswick Store	http://www.ifixrepair.com.au/	48 Sydney Rd, Brunswick VIC 3056, Australia	+61 3 8383 1699	info@ifixrepair.com.au
Brisbane Mobile Phone Repairs	http://www.brisbanemobilephonerepairs.com.au/	276 Sandgate Rd, Albion QLD 4010, Australia	+61 7 3262 9255	enquiries@brisbanemobilephonerepairs.com.au
Device Trader Phones & Computers	http://www.devicetrader.com.au/	1/130 Jonson St, Byron Bay NSW 2481, Australia	+61 2 6685 5585	info@devicetrader.com.au
Happy Mobile	http://www.happymobile.com.au/	247 Lonsdale St, Melbourne VIC 3000, Australia	+61 3 9663 4180	No
Fone Galaxy Central	http://www.fonegalaxy.com.au/	Shop 5, 816 George Street Railway square Interchange Pedestrian Tunnel, NSW 2000, Australia	+61 2 9280 1212	rtech.australia@gmail.com
IDOC Iphone Ipad Screen Repairs Melbourne	https://www.idocrepair.com.au/iphonerepairmelbourne/	150 Swanston St, Melbourne VIC 3000, Australia	+61 3 9077 0411	services@idocrepair.com.au
PTC Phone Repair Tweedcity	http://www.ptc.net.au/	54 Minjungbal Dr, Tweed Heads South NSW 2486, Australia	+61 7 5513 0360	x3einfo@ptc.net.au , info@ptc.net.au
Cheapest mobile repair Truganina	http://www.cheapestmobilerepair.com.au/	20 Holiday Ct, Truganina VIC 3029, Australia	+61 468 345 670	navdeep@cheapestmobilerepair.com
EasyPhix Pty Ltd	http://www.easyphix.com.au/	Level 1/686 Botany Rd, Mascot NSW 2020, Australia	+61 1300 366 136	No
Fix My Mobile - Chermside	https://www.fixmymobile.com.au/	Kiosk 6 Gympie Rd, Chermside QLD 4032, Australia	+61 1300 349 349	No
Aussie Mobile Solution-Telechoice Authorised Dealer-Mobile Phone Sale, Repair,Contract, Accessories	http://aussiemobilesolution.com.au/	Kiosk 015 Brimbank shopping center, Conner Neale road and, Station Rd, Deer Park VIC 3023, Australia	+61 430 207 386	aussiemobilesolution@gmail.com
PTC Phone Repair Robina	http://www.ptc.net.au/	Shop T2033B 1 Robina Town Centre Dr, Robina QLD 4230, Robina QLD 4230, Australia	+61 7 5580 9375	x3einfo@ptc.net.au , info@ptc.net.au
PTC Phone Repair Grand Central	https://www.ptc.net.au/	Grand Central Shopping Centre, Shop K9, Toowoomba City QLD 4350, Australia	+61 7 3733 1599	x3einfo@ptc.net.au , info@ptc.net.au
Asan Mobiles Phones Repair Shop Rockdale	https://asan-mobiles.business.site/?utm_source=gmb&utm_medium=referral	Level 1/514 Princes Hwy, Rockdale NSW 2216, Australia	+61 405 556 573	No
PTC Phone Repair Pacific Fair Shop	http://www.ptc.net.au/	Pacific Fair Shopping Centre, 2/32 Hooker Blvd, Broadbeach QLD 4218, Australia	+61 7 5538 6666	x3einfo@ptc.net.au , info@ptc.net.au
Mobile Computer Services Australia	http://www.mobilecomputers.com.au/	8/43-51 College St, Gladesville NSW 2111, Australia	+61 2 9817 0544	No
PTC Phone Repair Sunnybank Plaza	http://www.ptc.net.au/	Cnr Mains Rd & Mcculldough St, Shop 12, Sunnybank QLD 4109, Australia	+61 7 3216 9680	No
Screen Fixed	https://www.screenfixed.com.au/	Centreway Arcade, Shop 11/259/263 Collins St, Melbourne VIC 3000, Australia	+61 3 9108 1598	hello@screenfixed.com.au
MK iPhone iPad & Samsung Repairs Wheelers Hill	http://www.mkrepairs.com.au/	Kiosk 5, Brandon Park Shopping Centre Corner of Ferntree Gully and, Springvale Rd, Wheelers Hill VIC 3150, Australia	+61 478 652 652	No
SkyTree Phones For Cash	http://skytree.com.au/	Shop 6/3163 Surfers Paradise Blvd, Surfers Paradise QLD 4217, Australia	+61 450 040 404	No
GR Phones Sefton Plaza IPhone iPad Tablet Samsung Repair	http://www.grphones.com.au/	Shop 22, Sefton Plaza Shopping Ctr, 239 Main N Rd, Sefton Park SA 5083, Australia	+61 8 8342 0008	info@grphones.com.au
My Phone Repair Shop	https://myphonerepairshop.business.site/	30 Sydney Rd, Mudgee NSW 2850, Australia	+61 2 6372 1030	No
MobiTech Mobile Phone Repair	https://www.facebook.com/MobixTech/	Shop 10/680 Glenferrie Rd, Hawthorn VIC 3122, Australia	+61 466 980 792	No
JMC Computers - iPhone, iPad & Apple Mac Repairs Melbourne	https://www.jmccomputers.com.au/	INSIDE COBURG MARKET, 24 Louisa St, Coburg VIC 3058, Australia	+61 431 408 141	jmccoburg@gmail.com
Mobile Pro Fix	http://www.mobileprofix.com.au/	shop 3/464 S Pine Rd, Everton Park QLD 4053, Australia	+61 7 3505 7025	service@mobileprofix.com.au
IQuickFix Phone and Laptop Repair	http://iquickfix.com.au/	45 Good St, Granville NSW 2142, Australia	+61 2 8897 2722	No
Mobile Experts Town Hall	http://www.mobile-experts.com.au/	Lumi̬re, Town Hall square, Shop 10, 464, Kent St, Sydney NSW 2000, Australia	+61 2 9283 6708	feedback@mobile-experts.com.au
qcare	http://www.qcare.net.au/	1/20 Smith St, Parramatta NSW 2150, Australia	+61 2 9891 4608	No
SuperFixer Mobile iPhone Repair, Macbook Repair, Water damage and screen Repair, Data Recovery	http://www.superfixer.com.au/	1 Oakleaf St, Eight Mile Plains QLD 4113, Australia	+61 498 745 716	No
My Mobile	http://www.mymobile.com.au/	69 Adelaide St, Brisbane City QLD 4000, Australia	+61 7 3012 7977	No
iPhix Mobile Phone Repair	https://www.iphixphonerepair.com.au/	level 1/181-185 Rowe St, Eastwood NSW 2122, Australia	+61 406 886 999	iphixinfo@gmail.com
Mobile Phone Hospital - Genius Phone Repair	http://www.geniusphonerepair.com.au/	Kiosk 1K29, Ground Floor, Westfield Warringah Mall, Brookvale NSW 2100, Australia	+61 2 9938 2925	info@geniusphonerepair.com.au
iFone Haven - iPhone Repair Frankston Cheap Phone Screen Replacement Samsung Mobile repairs	http://www.ifonehaven.com.au/	188 Humphries Rd, Mount Eliza VIC 3930, Australia	+61 435 715 624	chintu.searchminds@gmail.com
Happytel QVB - Huawei service centre	http://www.happytel.com/	Shop 82/455 George St, Sydney NSW 2000, Australia	+61 2 9261 5210	info@happytel.com
Mobile Phone Hospital - Genius Phone Repair	http://www.geniusphonerepair.com.au/	Kiosk 1K29, Ground Floor, Westfield Warringah Mall, Brookvale NSW 2100, Australia	+61 2 9938 2925	info@geniusphonerepair.com.au
Phone Fix Genius	https://www.mobilerepairfactory.com.au/	87 Gibson Ave, Padstow NSW 2211, Australia	+61 2 8739 2050	info@mobilerepairfactory.com.au
BuzzTech - Geelong	http://www.buzztech.com.au/	404 Latrobe Terrace, Newtown VIC 3220, Australia	+61 3 5292 1921	mtgambier@buzztech.com.au , geelong@buzztech.com.au , warrnambool@buzztech.com.au , colac@buzztech.com.au , torquay@buzztech.com.au
iFone Haven - iPhone Repair Frankston Cheap Phone Screen Replacement Samsung Mobile repairs	http://www.ifonehaven.com.au/	188 Humphries Rd, Mount Eliza VIC 3930, Australia	+61 435 715 624	chintu.searchminds@gmail.com
Phone Glass Repair	http://phoneglassrepair.com.au/	344-C, Magill Rd, Kensington Park SA 5068, Australia	+61 1300 415 231	info@phoneglassrepair.com.au
fix2U	https://www.fix2u.com/	211 Beveridge St, Swan Hill VIC 3585, Australia	+61 1300 163 090	help@fix2u.com
FixBox Phone Repairs Busselton	http://www.fixbox.com.au/	7/90 Queen St, Busselton WA 6280, Australia	+61 8 9794 2242	help@fixbox.com.au
HY Mobile Repairs Morley	https://hy-mobile-repair.business.site/	shop 20/238 Walter Rd W, Morley WA 6062, Australia	+61 433 676 587	No
Casphone Phone and Computer Repairs	http://www.casphone.com.au/	cairns central, 1 - 21 McLeod St, Cairns City QLD 4870, Australia	+61 7 3733 0960	support@casphone.com.au
Mobile Phone Repair shop	http://www.mobilephonehospital.com.au/	Westfield Chatswood K312, 1 Anderson St, Chatswood NSW 2067, Australia	+61 2 9412 2421	No
Pak Phone Repairs and Accesories	http://www.pakshop.com.au/	320 McCrae St & Walker Street, Dandenong VIC 3175, Australia	+61 3 8752 0815	No
MyTouch Phone Repairs Brimbank	http://www.facebook.com/mytouchbrimbank/	Kiosk 11, Station Rd &, Neale Rd, Deer Park VIC 3023, Australia	+61 3 8315 1100	No
iWorkshop Garden City	https://iworkshopgc.business.site/	Shop 199a/125 Riseley St, Booragoon WA 6154, Australia	+61 8 9364 8344	No
My Phone Rescue	http://www.myphonerescue.com.au/	26 Sussex St, Sydney NSW 2000, Australia	+61 478 930 333	info@myphonerescue.com.au
LG Mobile Phone Service Centre	http://www.evertec.com.au/	55 Parramatta Rd, Lidcombe NSW 2141, Australia	+61 2 9648 6374	info@evertec.com.au
Fixpod	https://www.fixpod.com.au/	257 Broadway, Glebe NSW 2037, Australia	+61 1300 349 763	repairs@fixpod.com.au
Xtreme Mobile Repairs	https://xtreme-mobile-repairs.business.site/	Kiosk1 Markettown, 1024 The Horsley Dr, Wetherill Park NSW 2164, Australia	+61 404 752 177	No
LG Mobile Phone Service Centre	http://www.evertec.com.au/	55 Parramatta Rd, Lidcombe NSW 2141, Australia	+61 2 9648 6374	info@evertec.com.au
Quickfix Phone Repairs - DFO Essendon	https://quickfix-phone-repairs-dfo-essendon.business.site/	100 Bulla Rd, Essendon Fields VIC 3041, Australia	+61 422 832 319	No
Reliable Mobile Phone Repairs	http://www.reliablecomputerssutherland.com.au/	2A Boyle St, Sutherland NSW 2232, Australia	+61 1800 663 923	support@reliablecomputerssutherland.com.au
Camberwell Lotto & Mobile	http://www.lottomobile.com.au/	741 Burke Rd, Camberwell VIC 3124, Australia	+61 3 9882 9297	camberwell@lottomobile.com.au
fix2U	https://www.fix2u.com/	211 Beveridge St, Swan Hill VIC 3585, Australia	+61 1300 163 090	help@fix2u.com
HTG Canberra - Mobile Phone and iPad Repair	http://www.htgcanberra.com.au/	121A Anthony Rolfe Ave, Gungahlin ACT 2912, Australia	+61 451 977 509	htgcanberra@gmail.com
Sknet Computers & Phone Repairs	https://sknet-computers-phone-repairs.business.site/?m=true	Shop 34/12 Davis Rd, Kelmscott WA 6111, Australia	+61 8 9390 3556	No
Mytouch Tarneit Central Phone And Laptop Repairs	http://mytouchmobile.com.au/	Kiosk 4/540 Derrimut Rd, Tarneit VIC 3029, Australia	+61 3 8372 2055	No
Alfalah Mobiles	https://www.alfalahmobiles.com.au/?utm_source=GMBlisting&utm_medium=organic	283 The Boulevarde, Punchbowl NSW 2196, Australia	+61 2 9758 9712	info@alfalahmobiles.com.au
BuzzTech mobile phone repairs - Warrnambool	https://buzztech.com.au/warrnambool/	179 Koroit St, Warrnambool VIC 3280, Australia	+61 3 5561 5504	mtgambier@buzztech.com.au , geelong@buzztech.com.au , warrnambool@buzztech.com.au , colac@buzztech.com.au , torquay@buzztech.com.au
Fone Express	http://www.foneexpress.com.au/	Shop K304/152 Bunnerong Rd, Eastgardens NSW 2036, Australia	+61 2 8347 2477	No
BuzzTech Mobile Phone Repairs - Colac	https://buzztech.com.au/colac/	201 Murray St, Colac VIC 3250, Australia	+61 475 671 426	mtgambier@buzztech.com.au , geelong@buzztech.com.au , warrnambool@buzztech.com.au , colac@buzztech.com.au , torquay@buzztech.com.au
Fast Computer Repairs	http://www.fastcomputerrepairs.com.au/	Shop 22/Arundel Plaza, 230 Napper Rd, Parkwood QLD 4214, Australia	+61 431 957 715	support@fastcomputerrepairs.com.au
Pak Phone and PC Repairs Box Hill Centro	http://www.pakshop.com.au/	Box Hill Central, f29/17-21 Market St, Box Hill VIC 3128, Australia	+61 3 8394 4291	No
iPhone/iPad & Samsung Repairs	http://www.mkcrepairs.com.au/open-7-days/	Store 2/447 Elizabeth St, Melbourne VIC 3000, Australia	+61 1300 652 652	No
i-Repair Smartphones	http://www.i-repair.com.au/	316 Manningham Rd, Doncaster VIC 3108, Australia	+61 477 850 589	info@i-repair.com.au
Phone Adore - Huawei collection point	http://au.happytel.com/	K3A Westfield Chermside (near The Body Shop and Typo), Gympie &, Hamilton Rd, Chermside QLD 4032, Australia	+61 7 3350 3203	info@happytel.com
Top Case Phone Repair Coomera	http://www.ptc.net.au/	k004 westfield coomera shopping centre, 103 Foxwell Rd, Coomera QLD 4209, Australia	+61 7 5500 0083	x3einfo@ptc.net.au , info@ptc.net.au
Fone Doc - iPhone Repairs & iPad Repairs - Cronulla Mall	http://www.fonedoc.com.au/	60 Cronulla St, Cronulla NSW 2230, Australia	+61 2 9544 4811	No
Phonebot	http://www.phonebot.com.au/	289 Broadway, Reservoir VIC 3073, Australia	+61 3 9462 6936	No
iMend Phones	https://www.imendphones.com.au/	27 Cornmeal Parade, Maroochydore QLD 4558, Australia	+61 1300 046 363	info@imendphones.com.au , info@imendiphones.com.au
Haiou Mobile Express	http://haioumobileexpress.business.site/	K125A Westfield Carousel Shopping Centre, 1382 Albany Hwy, Cannington WA 6107, Australia	+61 426 880 386	No
Repair Logic - Kalgoorlie	https://www.repairlogic.com.au/	The Basement West, 202 Hannan St, Kalgoorlie WA 6430, Australia	+61 8 9091 4778	sales@repairlogic.com.au
Australia GSM World	http://www.australiagsmworld.com.au/	KD36A/1341 Dandenong Rd, Malvern East VIC 3148, Australia	+61 3 9568 8867	tunjay@australia-gsmworld.com , tunjay@australiagsmworld.com.au
Speedy Phone Repairs - Phones, Tablets & Laptops Repairs	http://speedyphonerepairs.com.au/	Shop1b/1 Railway Parade, Kogarah NSW 2217, Australia	+61 490 147 702	speedyphonerepairs@hotmail.com
Australia GSM World	http://www.australiagsmworld.com.au/	Commonwealth Bank, 120-200 Rosamond Road Shop-3117 (Near, Maribyrnong VIC 3032, Australia	+61 3 9318 8831	tunjay@australia-gsmworld.com , tunjay@australiagsmworld.com.au
TOP I.T. Tech Computer and Phone Repair and Sales	http://www.topittech.com.au/	71 Beecroft Rd, Epping NSW 2121, Australia	+61 2 9869 8611	enquires@topittech.com.au
PHONE REPAIRS MYTOUCH WATERGARDENS	https://www.facebook.com/Mytouchwg	Kiosk 10/399,Adjacent to McDonald's WaterGardens Town Center, Taylors Lakes VIC 3038, Australia	+61 468 768 003	No
Lukey PC Repairs	http://lukeypcrepairs.com.au/	31 Woondooma St, Bundaberg Central QLD 4670, Australia	+61 7 4151 7007	Mailus@Consultive.com , info@devicerepairsaustralia.com.au
Glenelg Mobiles	http://www.glenelgmobiles.com.au/	85b Jetty Rd, Glenelg SA 5045, Australia	+61 8 8295 2525	admin@glenelgmobiles.com.au
Mobile House Beenleigh	http://www.facebook.com/pg/MobileHouseAustralia/shop	Shop 3/86 City Rd, Beenleigh QLD 4207, Australia	+61 423 618 931	No
CasePro Parabanks	https://caseproshop.com/	Attack Hair and Shiels Jewellery, Kiosk 02/68-84 John Street In Front of Price, Salisbury SA 5108, Australia	+61 430 441 401	No
Repair Central - Phone and Computer Repairs	http://www.repaircentral.com.au/	2/169 Oxley Station Rd, Oxley QLD 4075, Australia	+61 7 3379 1160	No
Fix My Mobile - Carindale	https://www.fixmymobile.com.au/	Lower Ground, 1151 Creek Rd, Carindale QLD 4152, Australia	+61 1300 349 349	No
IPHONE SCREEN REPAIR	https://iphonescreenrepairz.com/	01/252 Bay Rd, Sandringham VIC 3191, Australia	+61 478 793 344	No
SPACE FIX	https://www.facebook.com/pages/category/Retail-Company/Space-Fix-1721533894583135/	KI004/366 Grand Promenade, Dianella WA 6059, Australia	+61 414 102 728	No
uBreakiFix Sydney CBD | North Sydney	http://www.ubreakifix.com.au/	Level 1/133 Castlereagh St, Sydney NSW 2000, Australia	+61 1300 367 399	No
Everest Communications	https://everestcommunications.business.site/?utm_source=gmb&utm_medium=referral	504 Princes Hwy, Rockdale NSW 2216, Australia	+61 2 9567 5777	No
Glitch	https://glitchtechs.com.au/	1035 Macquarie St, Liverpool NSW 2170, Australia	+61 2 9601 0494	No
iGear	http://www.facebook.com/igear.alice	5/28 Railway Terrace, Alice Springs NT 0870, Australia	+61 8 8953 3663	No
Ifix mobile Australia(Gawler store)	http://gawlergreen.com.au/store-finder/ifix-mobile-australia/	Kiosk 1/4 Tulloch Rd, Evanston SA 5116, Australia	+61 435 282 833	No
iPad Pro Repairs	https://www.ipadprorepairs.com.au/	level 10/66 Clarence St, Sydney NSW 2000, Australia	+61 2 8705 5451	hello@screenfixed.com.au
Phones & Photos	https://phonesandphotos.com/	139 Koroit St, Warrnambool VIC 3280, Australia	+61 3 5562 5653	info@phonesandphotos.com
Outback IT - Computer and Mobile Phone Repairs Darwin	http://www.outbackit.com.au/	Gray Shopping Village, 11, 18-22 Essington Ave, Gray NT 0830, Australia	+61 8 8932 2111	info@outbackit.com.au
Screen Fixed	https://www.screenfixed.com.au/?utm_source=Googlemybusiness&utm_medium=GMB&utm_campaign=BNE&utm_content=GMBTraffic	Level 16/200 Mary St, Brisbane City QLD 4000, Australia	+61 1300 193 331	hello@screenfixed.com.au
iTech Repair	http://itechrepair.com.au/	t58a/575 North East Road, Gilles Plains SA 5086, Australia	+61 469 961 669	No
Interactive Apple Repair Centre	https://www.interactive.com.au/services/hardware-maintenance/apple-repair-centre/	11/39 Herbert St, St Leonards NSW 2065, Australia	+61 2 9439 6669	No
All States Australia Margaret River Mobile Mechanics and Auto Electricians	https://www.allstatesmobile.com/	34 Fearn Ave, Margaret River WA 6285, Australia	+61 499 040 163	allstates@outlook.com
Apple Rundle Place	https://www.apple.com/au/retail/rundleplace?cid=aos-au-seo-maps	Rundle Place Centre, Adelaide SA 5000, Australia	+61 8 7088 5300	No
All States Australia Mobile Mechanics & Auto Electricians Busselton Work Shop	https://www.allstatesmobile.com/	4 Goldsmith St, Busselton WA 6280, Australia	+61 499 040 163	allstates@outlook.com
Apple Hornsby	https://www.apple.com/au/retail/hornsby?cid=aos-au-seo-maps	Westfield, Hornsby NSW 2077, Australia	+61 2 8401 8800	No
E-clinic (Iphone Repair ipad Repair samsung Repair macbook Repair laptop Repair Shop)	http://e-clinicenterprises.com.au/	695 Marion Rd, Ascot Park SA 5043, Australia	+61 8 7230 9662	info@e-clinicenterprises.com.au
Payam Data Recovery (Melbourne)	https://www.payam.com.au/	Level 11/456 Lonsdale St, Melbourne VIC 3000, Australia	+61 1300 444 800	help@payam.com.au , prashant@payam.com.au , ashutosh.ram113.biz@gmail.com
Mobile Phone Doctor	http://mobilephonedoctor.com.au/	Pacific Hwy, Loganholme QLD 4129, Australia	+61 7 3806 0080	info@mobilephonedoctor.com.au
Apple Perth City	https://www.apple.com/au/retail/perthcity?cid=aos-au-seo-maps	790 Hay St, Perth WA 6000, Australia	+61 8 6140 3800	No
Happytel Carousel 2	http://au.happytel.com/	K127 (near Valleygirl) Westfield Carousel, 1382 Albany Highway, Cannington WA 6107, Australia	+61 8 9258 5656	info@happytel.com
Samsung Joondalup	http://www.samsung.com/au/	Ground, Lakeside Shopping Centre, 420 Joondalup Drive, Joondalup WA 6027, Australia	+61 1300 425 299	mediateam@samsung.com
Beyond The Box	https://www.beyondthebox.com.au/	54 Napier St, Essendon VIC 3040, Australia	+61 3 9372 8899	info@beyondthebox.com.au
Apple Chadstone	https://www.apple.com/au/retail/chadstone?cid=aos-au-seo-maps	Chadstone Shopping Centre, Chadstone VIC 3148, Australia	+61 3 9038 7500	No
Apple Sydney	https://www.apple.com/au/retail/sydney?cid=aos-au-seo-maps	367 George St, Sydney NSW 2000, Australia	+61 2 8083 9400	No
Apple Chatswood Chase	https://www.apple.com/au/retail/chatswoodchase?cid=aos-au-seo-maps	Victoria Ave, Chatswood NSW 2067, Australia	+61 2 8064 6300	No
CELLMATE MIRRABOOKA	http://www.cellmate.com.au/	The Square Mirrabooka, 43 Yirrigan Drive, Mirrabooka WA 6061, Australia	+61 8 9345 0408	support@cellmate.com.au
CELLMATE ARMADALE	http://www.cellmate.com.au/	K5, Armadale Central Shopping Centre, 10 Orchard Ave, Armadale WA 6112, Australia	+61 8 9399 3236	support@cellmate.com.au
Happytel Eastlands - Huawei collection point	http://au.happytel.com/	Shop G015 Eastlands Shopping Centre, 1 Bligh St, Rosny Park TAS 7018, Australia	+61 3 6245 1849	info@happytel.com
iMobile Store	https://imobilestore.com.au/	shop 12/105 Cochranes Rd, Moorabbin VIC 3189, Australia	+61 3 9532 1235	No
Apple Highpoint	https://www.apple.com/au/retail/highpoint?cid=aos-au-seo-maps	120-200 Rosamond Rd, Maribyrnong VIC 3032, Australia	+61 3 9975 9700	No
Apple Brisbane	https://www.apple.com/au/retail/brisbane?cid=aos-au-seo-maps	Macarthur Chambers, Queen St, Brisbane City QLD 4000, Australia	+61 7 3182 9000	No
Xtreme Communications	http://xtremeonline.com.au/	Kiosk 2 ,Robina Town Centre, Robina Town Centre Dr, Robina QLD 4226, Australia	+61 7 5580 8807	info@xtremeonline.com.au
Apple Castle Towers	https://www.apple.com/au/retail/castletowers?cid=aos-au-seo-maps	6-14 Castle St, Castle Hill NSW 2154, Australia	+61 2 8864 0800	No
Apple Bondi	https://www.apple.com/au/retail/bondi?cid=aos-au-seo-maps	213 Oxford St, Bondi Junction NSW 2022, Australia	+61 2 9019 2400	No
Manly Northern beaches iPhone Mac Repairs	http://www.manly-iphone-repairs.com/	310/20 Dale St, Brookvale NSW 2100, Australia	+61 414 636 693	No
Happytel	http://au.happytel.com/	4870 Captain Cook Hwy, Smithfield QLD 4878, Australia	+61 7 4038 3079	info@happytel.com
Parts Depo	http://www.partsdepo.com.au/	148 Ipswich Rd, Woolloongabba QLD 4102, Australia	+61 7 4942 6610	info@partsdepo.com.au
Apple Doncaster	https://www.apple.com/au/retail/doncaster?cid=aos-au-seo-maps	619 Doncaster Rd, Doncaster VIC 3108, Australia	+61 3 9914 2800	No
Microfix	http://www.microfix.com.au/	9 Robinson Rd, Rockingham WA 6168, Australia	+61 8 9528 2444	microfix.au@gmail.com
King IT	http://www.kingit.com.au/	Sunshine Plaza, Shop 262, 154-164 Horton Parade, Maroochydore QLD 4558, Australia	+61 7 5373 5140	contact@site.com
Mobile Phone Rescue	http://mobilephonerescue.com.au/	Greenwood Plaza, Shop M58/36 Blue St, North Sydney NSW 2060, Australia	+61 2 9922 7878	info@mobilephonerescue.com.au
Fix My Ipad	https://www.fixmyipad.com.au/	Level 21/207 Kent St, Barangaroo NSW 2000, Australia	+61 2 9037 5394	No
Happytel Elizabeth - Huawei collection point	http://au.happytel.com/	S138, Elizabeth City Centre, 50 Elizabeth Way, Elizabeth SA 5112, Australia	+61 8 8252 4939	info@happytel.com
Tech22	http://www.tech22.com.au/	Station Shopping Centre, Unit 3/35 Station Rd, Logan Central QLD 4114, Australia	+61 422 779 771	example@example.com , tech22335@gmail.com
Xtreme Communications	http://xtremeonline.com.au/	28 Railway Parade, Granville NSW 2142, Australia	+61 2 8700 1277	info@xtremeonline.com.au
Crazy Parts	https://www.crazyparts.com.au/	19 Euston St, Rydalmere NSW 2116, Australia	+61 1300 271 188	info@crazyparts.com.au
