Title	WebSite	Address	Phone	Email
OnTheGo Phone & Computer Repairs Melbourne CBD Open As Usual	https://www.onthegorepairs.com.au/	190 Russell St, Melbourne VIC 3000, Australia	+61 3 9639 1111	No
Digimob Mobile Phone Repairs - We fix phones	http://www.digimob.com.au/	22 Payneham Rd, Stepney SA 5069, Australia	+61 8 8232 9566	email@example.com , digimobv_300x@2x.PNG
Happytel	http://happytel.com/	Shop GD0K1, 300 Lonsdale St, Melbourne VIC 3000, Australia	+61 3 9654 1450	No
Westcoast Phone Repairs Perth	https://westcoastrepairs.com.au/	325 Albany Hwy, Victoria Park WA 6100, Australia	+61 405 672 390	sales@wcwholesalers.com.au
Jun's Repairs Phone n Laptop in Adelaide	http://twotwotwo.com.au/	222 Tapleys Hill Rd, Seaton SA 5023, Australia	+61 490 785 679	luciano@latinotype.com
Happytel Auburn Repair Centre - Huawei Service Centre	http://www.happytel.com/	154-156 Adderley St W, Auburn NSW 2144, Australia	+61 2 8737 1100	No
Happytel	http://au.happytel.com/	K207, Stacey St, Bankstown NSW 2200, Australia	+61 2 9708 1841	No
Fix A Phone	https://www.fixaphone.com.au/	220 Glen Huntly Rd, Elsternwick VIC 3185, Australia	+61 3 9523 0666	No
Casphone Phone, Computer & IT Repairs	https://www.casphone.com.au/	148 Ipswich Rd, Woolloongabba QLD 4102, Australia	+61 7 3733 0960	support@casphone.com.au
GR Phones Plympton IPhone iPad Samsung Phone Repair	http://www.grphones.com.au/	3/285 Anzac Hwy, Plympton SA 5038, Australia	+61 8 8342 0008	info@grphones.com.au
Australia GSM World DALLAS	http://www.australiagsmworld.com.au/	22 Dargie Ct, Broadmeadows VIC 3047, Australia	+61 3 9309 7933	tunjay@australia-gsmworld.com , tunjay@australiagsmworld.com.au
GR Phones Sefton Plaza IPhone iPad Tablet Samsung Repair	http://www.grphones.com.au/	Shop 22, Sefton Plaza Shopping Ctr, 239 Main N Rd, Sefton Park SA 5083, Australia	+61 8 8342 0008	info@grphones.com.au
MKC iPhone & iPad Repairs Melbourne	http://www.mkcrepairs.com.au/open-7-days/	447 Elizabeth St, Melbourne VIC 3000, Australia	+61 3 8399 1370	No
i-Station (Morley) - Mobile Phone/Tablet/Computer Repair Service Centre	http://i-station.com.au/	Shop 7/131 Crimea St, Morley WA 6062, Australia	+61 8 6114 3680	No
Phonebot can fix it	http://www.phonebot.com.au/	9 Grey St, St Kilda VIC 3182, Australia	+61 3 9534 2666	No
Cityphones - Phone Repair Swanston Street	http://www.cityphones.com.au/	160 Swanston St, Melbourne VIC 3000, Australia	+61 432 834 955	cityphonesinfo@gmail.com
Phone Ninja	http://phone-repairs-perth.com.au/	u1/235 Main St, Osborne Park WA 6017, Australia	+61 8 9345 2118	No
PTC Phone Repair Grand Central	https://www.ptc.net.au/	Grand Central Shopping Centre, Shop K9, Toowoomba City QLD 4350, Australia	+61 7 3733 1599	info@ptc.net.au , x3einfo@ptc.net.au
Device Trader Phones & Computers	http://www.devicetrader.com.au/	1/130 Jonson St, Byron Bay NSW 2481, Australia	+61 2 6685 5585	info@devicetrader.com.au
OnTheGo Phone and Computer Repairs Glen Waverley OPEN As Usual	https://www.onthegorepairs.com.au/	235 Springvale Rd, Glen Waverley VIC 3150, Australia	+61 3 9886 8851	No
PTC Phone Repair Tweedcity	http://www.ptc.net.au/	54 Minjungbal Dr, Tweed Heads South NSW 2486, Australia	+61 7 5513 0360	info@ptc.net.au , x3einfo@ptc.net.au
PTC Phone Repair Robina	http://www.ptc.net.au/	Shop T2033B 1 Robina Town Centre Dr, Robina QLD 4230, Robina QLD 4230, Australia	+61 7 5580 9375	info@ptc.net.au , x3einfo@ptc.net.au
JS Tech Australia	http://www.jstech.com.au/	Address:, 9/17 Keppel Dr, Hallam VIC 3803, Australia	+61 3 9939 7625	orders@jstechstore.com.au
MKC iPhone & iPad Repairs Melbourne	http://www.mkcrepairs.com.au/open-7-days/	447 Elizabeth St, Melbourne VIC 3000, Australia	+61 3 8399 1370	No
i-Station (Morley) - Mobile Phone/Tablet/Computer Repair Service Centre	http://i-station.com.au/	Shop 7/131 Crimea St, Morley WA 6062, Australia	+61 8 6114 3680	No
Phonebot can fix it	http://www.phonebot.com.au/	9 Grey St, St Kilda VIC 3182, Australia	+61 3 9534 2666	No
Cityphones - Phone Repair Swanston Street	http://www.cityphones.com.au/	160 Swanston St, Melbourne VIC 3000, Australia	+61 432 834 955	cityphonesinfo@gmail.com
Phone Ninja	http://phone-repairs-perth.com.au/	u1/235 Main St, Osborne Park WA 6017, Australia	+61 8 9345 2118	No
PTC Phone Repair Grand Central	https://www.ptc.net.au/	Grand Central Shopping Centre, Shop K9, Toowoomba City QLD 4350, Australia	+61 7 3733 1599	info@ptc.net.au , x3einfo@ptc.net.au
PhoneBeats - Phone Repairs	http://www.phonebeats.com.au/	231 Elizabeth St, Melbourne VIC 3000, Australia	+61 450 305 480	phonebeatsinfo@gmail.com
Device Trader Phones & Computers	http://www.devicetrader.com.au/	1/130 Jonson St, Byron Bay NSW 2481, Australia	+61 2 6685 5585	info@devicetrader.com.au
OnTheGo Phone and Computer Repairs Glen Waverley OPEN As Usual	https://www.onthegorepairs.com.au/	235 Springvale Rd, Glen Waverley VIC 3150, Australia	+61 3 9886 8851	No
PTC Phone Repair Tweedcity	http://www.ptc.net.au/	54 Minjungbal Dr, Tweed Heads South NSW 2486, Australia	+61 7 5513 0360	No
PTC Phone Repair Robina	http://www.ptc.net.au/	Shop T2033B 1 Robina Town Centre Dr, Robina QLD 4230, Robina QLD 4230, Australia	+61 7 5580 9375	info@ptc.net.au , x3einfo@ptc.net.au
JS Tech Australia	http://www.jstech.com.au/	Address:, 9/17 Keppel Dr, Hallam VIC 3803, Australia	+61 3 9939 7625	orders@jstechstore.com.au
Mobile Phone Care & Welcome Tech	http://www.mobilephonecare.com.au/	Suite 1/376 Victoria Ave, Chatswood NSW 2067, Australia	+61 2 8385 0391	info@mobilephonecare.com.au
Samsung Galaxy Repairs	https://www.samsunggalaxyrepairs.com.au/	Brisbane City QLD 4000, Australia	+61 466 002 258	hello@samsunggalaxyrepairs.com.au
Mobile Expert- iPhone, Samsung & iPad Repairs, Data Recovery	https://www.mobileexpert.com.au/	3 Fatima Pl, Calamvale QLD 4116, Australia	+61 405 492 202	contact@mobileexpert.com.au
Mobile Repair Centre	http://mobilerepaircentre.com.au/	307/365 Little Collins St, Melbourne VIC 3000, Australia	+61 3 8376 7750	No
Happytel Canberra Centre	http://au.happytel.com/	Kiosk FFK27 Canberra Centre (near JB Hifi on, Level 1/148 Bunda St, Canberra ACT 2601, Australia	+61 2 6257 9978	No
Daddys Phones Repairs Adelaide	http://daddysphones.com.au/	132 Muller Rd, Greenacres SA 5086, Australia	+61 449 852 130	daddysphones@gmail.com
MKC iPhone & iPad Repairs Melbourne	http://www.mkcrepairs.com.au/open-7-days/	447 Elizabeth St, Melbourne VIC 3000, Australia	+61 3 8399 1370	No
i-Station Mobile Device Repair Center Morley	http://i-station.com.au/	Shop 7/131 Crimea St, Morley WA 6062, Australia	+61 8 6114 3680	No
Phonebot can fix it	http://www.phonebot.com.au/	9 Grey St, St Kilda VIC 3182, Australia	+61 3 9534 2666	No
MKC iPhone & iPad Repairs Melbourne	http://www.mkcrepairs.com.au/open-7-days/	447 Elizabeth St, Melbourne VIC 3000, Australia	+61 3 8399 1370	No
i-Station Mobile Device Repair Center Morley	http://i-station.com.au/	Shop 7/131 Crimea St, Morley WA 6062, Australia	+61 8 6114 3680	No
IDOC Iphone & Ipad Screen Repairs South Yarra	https://www.idocrepair.com.au/	1/48 Macfarlan St, South Yarra VIC 3141, Australia	+61 3 9867 4292	services@idocrepair.com.au
OnTheGo Phone & Computer Repairs Melbourne CBD Open As Usual	https://www.onthegorepairs.com.au/	190 Russell St, Melbourne VIC 3000, Australia	+61 3 9639 1111	No
GR Phones Sefton Plaza IPhone iPad Tablet Samsung Repair	http://www.grphones.com.au/	Shop 22, Sefton Plaza Shopping Ctr, 239 Main N Rd, Sefton Park SA 5083, Australia	+61 8 8342 0008	info@grphones.com.au
iExperts	http://www.iexperts.com.au/	Suite 9A, Level 9/428 George Street The Dymocks Building, Sydney NSW 2000, Australia	+61 1300 500 511	sydney@iExperts.com.au , Repairs@iExperts.com.au
Aussie Mobile Solution-Telechoice Authorised Dealer-Mobile Phone Sale, Repair,Contract, Accessories	http://aussiemobilesolution.com.au/	Kiosk 015 Brimbank shopping center, Conner Neale road and, Station Rd, Deer Park VIC 3023, Australia	+61 430 207 386	aussiemobilesolution@gmail.com
Phone Ninja	http://phone-repairs-perth.com.au/	3/297 Great Eastern Hwy, Belmont WA 6104, Australia	+61 8 6248 6665	No
iPhone repairs Melbourne CBD	http://iphonerepairsmelbournecbd.com.au/	206/125 Swanston St, Melbourne VIC 3000, Australia	+61 451 086 866	No
Happytel Canberra Centre	http://au.happytel.com/	Kiosk FFK27 Canberra Centre (near JB Hifi on, Level 1/148 Bunda St, Canberra ACT 2601, Australia	+61 2 6257 9978	No
iWorkshop London Court.iPhone Repair Perth ,Phone repairs Perth ,Mac-book Repairs Perth ,Laptop Repairs Perth.	http://www.iworkshop.com.au/	LONDON COURT, Shop 12/647 Hay St, Perth WA 6000, Australia	+61 8 6161 7203	No
Fone King Repair Centre HQ	http://foneking.com.au/location/headquarters/	707/2 Huntley St, Alexandria NSW 2015, Australia	+61 2 9698 8066	username@example.com
Vones	https://www.vones.com.au/	Level 5 Shop 5006A/100 Market St, Sydney NSW 2000, Australia	+61 2 9387 1688	repairs.sydney@vones.com.au
Platinum Phone Services - iPhone Repairs Gold Coast	http://www.platinumphoneservices.com.au/	Shop 1A/126 Scarborough St, Southport QLD 4215, Australia	+61 411 118 453	No
Fone King QVB	http://foneking.com.au/location/qvb/	QVB, Shop 44, Lower Ground Level, 455 George Street, George St, Sydney NSW 2000, Australia	+61 2 9283 6988	username@example.com
IDOC Iphone Ipad Screen Repairs Melbourne	https://www.idocrepair.com.au/iphonerepairmelbourne/	150 Swanston St, Melbourne VIC 3000, Australia	+61 3 9077 0411	services@idocrepair.com.au
Fixpress - iPhone Repair-iPad Repair -Macbook Repair-Laptop Repair-Samsung Repair-Repair Perth	http://www.fixpress.com.au/	160 St Georges Terrace, Perth WA 6000, Australia	+61 1300 309 318	No
Star Tech Phone Repairs	http://www.startechphonerepairs.com.au/	9 Treemartin Pl, East Cannington WA 6107, Australia	+61 420 994 662	No
REPAIR MATE | Carnegie Central	http://www.repairmate.com.au/	Kiosk 3 20/2 Koornang Rd, Carnegie VIC 3163, Australia	+61 3 9020 4573	hobart@repairmate.com.au , fairfield@repairmate.com.au , cranbourne@repairmate.com.au , carnegie@repairmate.com.au , melbourne@repairmate.com.au , rockdale@repairmate.com.au
Repair Mate Sydney | Rockdale	http://www.repairmate.com.au/	Shop 1/495 Princes Hwy, Rockdale NSW 2216, Australia	+61 2 8880 9292	hobart@repairmate.com.au , fairfield@repairmate.com.au , cranbourne@repairmate.com.au , carnegie@repairmate.com.au , melbourne@repairmate.com.au , rockdale@repairmate.com.au
Happytel QVB - Huawei service centre	http://www.happytel.com/	Shop 82/455 George St, Sydney NSW 2000, Australia	+61 2 9261 5210	No
PTC Phone Repair Pacific Fair Shop	http://www.ptc.net.au/	Pacific Fair Shopping Centre, 2/32 Hooker Blvd, Broadbeach QLD 4218, Australia	+61 7 5538 6666	info@ptc.net.au , x3einfo@ptc.net.au
iExperts	http://www.iexperts.com.au/	Suite 9A, Level 9/428 George Street The Dymocks Building, Sydney NSW 2000, Australia	+61 1300 500 511	sydney@iExperts.com.au , Repairs@iExperts.com.au
Mobile Experts Indooroopilly	http://www.mobile-experts.com.au/	322 Moggill Rd, Indooroopilly QLD 4068, Australia	+61 7 3878 9199	feedback@mobile-experts.com.au
IDOC Iphone & Ipad Screen Repairs South Yarra	https://www.idocrepair.com.au/	1/48 Macfarlan St, South Yarra VIC 3141, Australia	+61 3 9867 4292	services@idocrepair.com.au
Fone King Sydney	http://foneking.com.au/location/centre-point/	Kiosk 102a/184 Pitt St, Sydney NSW 2000, Australia	+61 2 9233 3688	username@example.com
MacBook, iPhone & iPad Repairs Melbourne - AMT Electronics	https://www.amtelectronics.net.au/	381 Elizabeth St, Melbourne VIC 3000, Australia	+61 3 9663 9111	No
Screen Fixed	https://www.screenfixed.com.au/	Centreway Arcade, Shop 11/259/263 Collins St, Melbourne VIC 3000, Australia	+61 3 9108 1598	hello@screenfixed.com.au
EasyPhix Pty Ltd	http://www.easyphix.com.au/	Level 1/686 Botany Rd, Mascot NSW 2020, Australia	+61 1300 366 136	No
Mobile Experts Parramatta	http://www.mobile-experts.com.au/	Shop 1147/159-175 Church St, Parramatta NSW 2150, Australia	+61 2 9633 3425	feedback@mobile-experts.com.au
Fone Galaxy Central	http://www.fonegalaxy.com.au/	Shop 5, 816 George Street Railway square Interchange Pedestrian Tunnel, NSW 2000, Australia	+61 2 9280 1212	rtech.australia@gmail.com
Aussie Mobile Phone Repairs	http://www.aussiemobilephonerepairs.com.au/	Town Square Redbank Plains Shopping Centre, 60B/357-403 Redbank Plains Rd, Redbank Plains QLD 4301, Australia	+61 7 3814 2864	No
Mobile Experts Rouse Hill	http://www.mobile-experts.com.au/	K6,Windsor Rd &, White Hart Dr, Rouse Hill NSW 2155, Australia	+61 2 8883 4339	feedback@mobile-experts.com.au
The Mobile Phone Clinic	http://www.themobilephoneclinic.com.au/	2/243 Springvale Rd, Springvale VIC 3171, Australia	+61 3 9547 9991	No
PTC Phone Repairs West Lakes	http://www.ptc.net.au/	shop k05/111 W Lakes Blvd, West Lakes SA 5021, Australia	+61 8 8235 2904	info@ptc.net.au , x3einfo@ptc.net.au
Phone Buzz	http://www.phonebuzz.com.au/	Benowa Gardens Shopping Centre, Benowa Rd, Benowa QLD 4217, Australia	+61 433 348 712	info@phonebuzz.com.au
LG Mobile Phone Service Centre	http://www.evertec.com.au/	55 Parramatta Rd, Lidcombe NSW 2141, Australia	+61 2 9648 6374	info@evertec.com.au
Sydney Mobile Phone Repairs	http://www.sydneymobilephonerepairs.com.au/	480 King Georges Rd, Beverly Hills NSW 2209, Australia	+61 2 9099 4444	No
Australia GSM World	http://www.australiagsmworld.com.au/	Commonwealth Bank, 120-200 Rosamond Road Shop-3117 (Near, Maribyrnong VIC 3032, Australia	+61 3 9318 8831	tunjay@australia-gsmworld.com , tunjay@australiagsmworld.com.au
Australia GSM World	http://www.australiagsmworld.com.au/	KD36A/1341 Dandenong Rd, Malvern East VIC 3148, Australia	+61 3 9568 8867	tunjay@australia-gsmworld.com , tunjay@australiagsmworld.com.au
Sydney Tech Repairs - DIO	http://sydneytechrepairs.com.au/	Federal Road Shop no 47, Seven hills Plaza, Cnr Prospect Hwy, Seven Hills NSW 2147, Australia	+61 2 9676 6550	info@sydneytechrepairs.com.au
JMC Computers - iPhone, iPad & Apple Mac Repairs Melbourne	https://www.jmccomputers.com.au/	INSIDE COBURG MARKET, 24 Louisa St, Coburg VIC 3058, Australia	+61 431 408 141	jmccoburg@gmail.com
Aussie Mobile Solution-Telechoice Authorised Dealer-Mobile Phone Sale, Repair,Contract, Accessories	http://aussiemobilesolution.com.au/	Kiosk 015 Brimbank shopping center, Conner Neale road and, Station Rd, Deer Park VIC 3023, Australia	+61 430 207 386	aussiemobilesolution@gmail.com
PT Mobiles Australia	http://www.ptmobiles.com.au/	Shop B15, Carnes Hill Market Place, 245 Cowpasture Rd, Horningsea Park NSW 2171, Australia	+61 2 9607 8522	info@ptmobiles.com.au
iCanFixIt Screen Repair	https://www.icanfixit.com.au/	CBD, Level 1, Suite 101/365 Little Collins St, Melbourne VIC 3000, Australia	+61 3 9663 9998	8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com , repair@icanfixit.com.au , nrepair@icanfixit.com.au
My Phone Repair Shop	https://myphonerepairshop.business.site/	30 Sydney Rd, Mudgee NSW 2850, Australia	+61 2 6372 1030	No
Apple Watch Repairs	https://www.applewatchrepairs.com.au/	Suite 1003/42 Wyandra St, Newstead QLD 4006, Australia	+61 415 352 814	No
Phone Glass Repair	http://phoneglassrepair.com.au/	344-C, Magill Rd, Kensington Park SA 5068, Australia	+61 1300 415 231	info@phoneglassrepair.com.au
Speedy Phone Repairs - Phones, Tablets & Laptops Repairs	http://speedyphonerepairs.com.au/	Shop1b/1 Railway Parade, Kogarah NSW 2217, Australia	+61 490 147 702	speedyphonerepairs@hotmail.com
My Mobile	http://www.mymobile.com.au/	69 Adelaide St, Brisbane City QLD 4000, Australia	+61 7 3012 7977	No
Mobile Repair Shop	https://www.mobilerepairshop.com.au/	344-A Magill Rd, Kensington Park SA 5068, Australia	+61 1300 871 879	Info@mobilerepairshop.com.au
Fix My Mobile - Chermside	https://www.fixmymobile.com.au/	Kiosk 6 Gympie Rd, Chermside QLD 4032, Australia	+61 1300 349 349	No
uBreakiFix Sydney CBD | North Sydney	http://www.ubreakifix.com.au/	Level 1/133 Castlereagh St, Sydney NSW 2000, Australia	+61 1300 367 399	No
BuzzTech - Geelong	http://www.buzztech.com.au/	404 Latrobe Terrace, Newtown VIC 3220, Australia	+61 3 5292 1921	geelong@buzztech.com.au , mtgambier@buzztech.com.au , colac@buzztech.com.au , warrnambool@buzztech.com.au , torquay@buzztech.com.au
Fixpod	https://www.fixpod.com.au/	257 Broadway, Glebe NSW 2037, Australia	+61 1300 349 763	repairs@fixpod.com.au
IQuickFix Phone and Laptop Repair	http://iquickfix.com.au/	45 Good St, Granville NSW 2142, Australia	+61 2 8897 2722	No
iPhone/iPad & Samsung Repairs	http://www.mkcrepairs.com.au/open-7-days/	Store 2/447 Elizabeth St, Melbourne VIC 3000, Australia	+61 1300 652 652	No
CELLMATE MADDINGTON	http://www.cellmate.com.au/	KI002, Maddington Central, Cnr Burslem & Attfied st, Maddington WA 6109, Australia	+61 8 9452 7733	support@cellmate.com.au
MobiTech Mobile Phone Repair	https://www.facebook.com/MobixTech/	Shop 10/680 Glenferrie Rd, Hawthorn VIC 3122, Australia	+61 466 980 792	No
Phone Fix Genius	https://www.mobilerepairfactory.com.au/	87 Gibson Ave, Padstow NSW 2211, Australia	+61 2 8739 2050	info@mobilerepairfactory.com.au
Device Repairs Australia	http://www.devicerepairsaustralia.com.au/	31 Woondooma St, Bundaberg Central QLD 4670, Australia	+61 7 4152 1875	info@devicerepairsaustralia.com.au , Mailus@Consultive.com
iPhix Mobile Phone Repair	https://www.iphixphonerepair.com.au/	level 1/181-185 Rowe St, Eastwood NSW 2122, Australia	+61 406 886 999	8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com , iphixinfo@gmail.com
Speedy Phone Repairs	http://speedyphonerepairs.com.au/	K6/1 Rockdale Plaza Dr, Rockdale NSW 2216, Australia	+61 2 9553 9918	speedyphonerepairs@hotmail.com
Fone Express	http://www.foneexpress.com.au/	Shop K304/152 Bunnerong Rd, Eastgardens NSW 2036, Australia	+61 2 8347 2477	No
iFone Haven - iPhone Repair Frankston Cheap Phone Screen Replacement Samsung Mobile repairs	http://www.ifonehaven.com.au/	188 Humphries Rd, Mount Eliza VIC 3930, Australia	+61 435 715 624	enquiries@ifonehaven.com.au
Pak Phone Repairs and Accesories	http://www.pakshop.com.au/	320 McCrae St & Walker Street, Dandenong VIC 3175, Australia	+61 3 8752 0815	No
Casphone Phone and Computer Repairs	http://www.casphone.com.au/	cairns central, 1 - 21 McLeod St, Cairns City QLD 4870, Australia	+61 7 3733 0960	No
iLab Mobile Phone Repairs Adelaide	http://www.i-lab.com.au/	292 Marion Rd, Netley SA 5047, Australia	+61 468 333 184	repairs@ilabmobile.com.au
Xtreme Communications	http://xtremeonline.com.au/	Hunter Connection Arcade, Shop P9a, Ground Level, 109 Pitt St, Sydney NSW 2000, Australia	+61 2 9231 6661	info@xtremeonline.com.au
Essentially Mobile	http://www.essentiallymobile.com.au/	104 Collins St, Hobart TAS 7000, Australia	+61 3 6231 6111	No
Screen Fixed	https://www.screenfixed.com.au/?utm_source=Googlemybusiness&utm_medium=GMB&utm_campaign=BNE&utm_content=GMBTraffic	Level 16/200 Mary St, Brisbane City QLD 4000, Australia	+61 1300 193 331	hello@screenfixed.com.au
Repair ANY Phone	http://www.sellanycomputer.com.au/	125 Auburn Rd, Auburn NSW 2144, Australia	+61 416 160 167	info@repairanycomputer.com.au
Pro Phone Repair	http://prophonerepair.com.au/	Albany Plaza, Shop L201/38 Albany Hwy, Albany WA 6330, Australia	+61 433 132 886	pro.phone.repair@gmail.com
Fix I.T Express	https://fixitenex100.wixsite.com/fixitexpress	p151/100 St Georges Terrace, Perth WA 6000, Australia	+61 477 002 071	8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com , fixit.enex100@gmail.com
One-Systems, Computer and Phone repairs	http://onesystems.com.au/	166A The Parade, Norwood SA 5067, Australia	+61 8 8333 0213	contact@sansoxygen.com
My Phone Rescue	http://www.myphonerescue.com.au/	26 Sussex St, Sydney NSW 2000, Australia	+61 478 930 333	info@myphonerescue.com.au
Camberwell Lotto & Mobile	http://www.lottomobile.com.au/	741 Burke Rd, Camberwell VIC 3124, Australia	+61 3 9882 9297	camberwell@lottomobile.com.au
Smart Mobile Zone	http://www.smzone.com.au/	Shop 56, Royal Randwick Shopping Centre, 73 Belmore Rd, Randwick NSW 2031, Australia	+61 420 618 168	support@smzone.com.au , info@smzone.com.au
Phonebot	http://www.phonebot.com.au/	289 Broadway, Reservoir VIC 3073, Australia	+61 3 9462 6936	No
Mobile Phone Repair shop	http://www.mobilephonehospital.com.au/	Westfield Chatswood K312, 1 Anderson St, Chatswood NSW 2067, Australia	+61 2 9412 2421	No
Mobile Genie Busselton - Phone Repairs & Service	https://busselton-phone-repair-genie.business.site/	12a/69 Prince St, Busselton WA 6280, Australia	+61 426 815 550	No
Reliable Mobile Phone Repairs	http://www.reliablecomputerssutherland.com.au/	2A Boyle St, Sutherland NSW 2232, Australia	+61 1800 663 923	support@reliablecomputerssutherland.com.au
Mobile Experts Casula	http://www.mobile-experts.com.au/	Kiosk – 109/1 Ingham Dr, Casula NSW 2170, Australia	+61 2 9824 0816	feedback@mobile-experts.com.au
i-Repair Smartphones	http://www.i-repair.com.au/	316 Manningham Rd, Doncaster VIC 3108, Australia	+61 477 850 589	8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com , info@i-repair.com.au
Screen Fixed	http://www.screenfixed.com.au/	Suite 1020, level 11/66 Clarence St, Sydney NSW 2000, Australia	+61 2 8316 2831	No
Google Pixel Repairs	http://www.googlepixelrepairs.com.au/	11/68 Davies Rd, Ashgrove QLD 4060, Australia	+61 7 3154 5994	No
Pak Phone and PC Repairs Box Hill Centro	http://www.pakshop.com.au/	Box Hill Central, f29/17-21 Market St, Box Hill VIC 3128, Australia	+61 3 8394 4291	No
Phone Care Clinic	http://www.phonecareclinic.com/	111 Acland St, St Kilda VIC 3182, Australia	+61 420 366 115	No
TOP I.T. Tech Computer and Phone Repair and Sales	http://www.topittech.com.au/	71 Beecroft Rd, Epping NSW 2121, Australia	+61 2 9869 8611	No
fix2U	https://www.fix2u.com/	211 Beveridge St, Swan Hill VIC 3585, Australia	+61 1300 163 090	No
iPhone Repairs Perth	http://perthrepairs.com.au/	Shop 12, London Court, 647 Hay St, Perth WA 6000, Australia	+61 8 6161 7203	No
Fix My Mobile - Carindale	https://www.fixmymobile.com.au/	Lower Ground, 1151 Creek Rd, Carindale QLD 4152, Australia	+61 1300 349 349	No
Ifix mobile Australia(Gawler store)	http://gawlergreen.com.au/store-finder/ifix-mobile-australia/	Kiosk 1/4 Tulloch Rd, Evanston SA 5116, Australia	+61 435 282 833	No
Pimp my Gadget DFO Brisbane airport	http://pimpmygadget.com.au/	Shop 206 DFO,, 18th Avenue, Brisbane Airport QLD 4007, Australia	+61 7 3114 1177	No
BuzzTech Mobile Phone Repairs - Colac	https://buzztech.com.au/colac/	201 Murray St, Colac VIC 3250, Australia	+61 475 671 426	No
iPhone Repair Adelaide CBD	http://iphonerepairadelaide.com/	68 Grote St, Adelaide SA 5000, Australia	+61 8 8221 5799	No
Mobile Computer Services Australia	http://www.mobilecomputers.com.au/	8/43-51 College St, Gladesville NSW 2111, Australia	+61 2 9817 0544	No
