Title	WebSite	Address	Phone	Email
PHONE SCREENS iPhone, Samsung, iPad, Oppo, & Huawei Phone Repairs	http://www.phonescreens.com.au/	2482 Gold Coast Hwy, Mermaid Beach QLD 4218, Australia	+61 7 5575 2490	No
Sydney CBD Repair Centre	https://www.sydneycbd.repair/	Suite 201, Level 2/661 George St, Haymarket NSW 2000, Australia	+61 2 8011 4119	ask@SydneyCBDrepairCentre.com.au
Fix A Phone	https://www.fixaphone.com.au/	246 Carlisle St, Balaclava VIC 3183, Australia	+61 3 8373 4748	No
REPAIR MATE | Melbourne CBD	http://www.repairmate.com.au/	307/365 Little Collins St, Melbourne VIC 3000, Australia	+61 3 9067 7551	melbourne@repairmate.com.au , cranbourne@repairmate.com.au , hobart@repairmate.com.au , carnegie@repairmate.com.au , fairfield@repairmate.com.au , rockdale@repairmate.com.au
Cheap Mobile Repair	https://www.cheapmobilerepair.com.au/	shop 1a/2 Enmore Rd, Newtown NSW 2042, Australia	+61 2 8970 0947	info@cheapmobilerepair.com.au , adelaide@cheapmobilerepair.com.au
Happytel Auburn Repair Centre - Huawei Service Centre	http://www.happytel.com/	154-156 Adderley St W, Auburn NSW 2144, Australia	+61 2 8737 1100	info@happytel.com
Westcoast Phone Repairs Perth	https://westcoastrepairs.com.au/	325 Albany Hwy, Victoria Park WA 6100, Australia	+61 405 672 390	sales@wcwholesalers.com.au
Vfix Mobile Australia	https://vfix-mobile-australia.business.site/	Galway Ave, North Plympton SA 5037, Australia	+61 460 504 188	No
FoneEZY	https://www.foneezy.com.au/?utm_source=google&utm_medium=organic&utm_campaign=GMB	B1/267 Murray St, Perth WA 6000, Australia	+61 1300 366 333	info@foneezy.com.au
ZCASE Australia	http://zcase.com.au/	Tok H Centre, Shop 27 459 Toorak Road, Toorak VIC 3142, Australia	+61 3 9826 6113	No
Phone Repair Centre	http://www.phonerepaircentre.com.au/	122 Queen St, St Marys NSW 2760, Australia	+61 2 8678 3298	No
Joy Phone Australia	http://www.joyphoneau.com/	Shop k10/727 Tapleys Hill Rd, West Beach SA 5025, Australia	+61 430 598 119	joyphone77@gmail.com
Happytel	http://happytel.com/	Shop GD0K1, 300 Lonsdale St, Melbourne VIC 3000, Australia	+61 3 9654 1450	info@happytel.com
INFINITE Phone Repairs	http://www.infinitephonerepairs.com.au/	Shop 1/289 Flinders Ln, Melbourne VIC 3000, Australia	+61 450 088 588	infinitephonerepairs@gmail.com
Mobile Phone Care & Welcome Tech	http://www.mobilephonecare.com.au/	Suite 1/376 Victoria Ave, Chatswood NSW 2067, Australia	+61 2 8385 0391	info@mobilephonecare.com.au
Mobile Expert- iPhone, Samsung & iPad Repairs, Data Recovery	https://www.mobileexpert.com.au/	3 Fatima Pl, Calamvale QLD 4116, Australia	+61 405 492 202	contact@mobileexpert.com.au
Cityphones - Phone Repair & Accessories	http://www.cityphones.com.au/	148 Elizabeth St, Melbourne VIC 3000, Australia	+61 426 504 955	cityphonesinfo@gmail.com
Happytel	http://au.happytel.com/	K207, Stacey St, Bankstown NSW 2200, Australia	+61 2 9708 1841	info@happytel.com
i-Station Mobile Device Repair Center Morley	http://i-station.com.au/	Shop 7/131 Crimea St, Morley WA 6062, Australia	+61 8 6114 3680	No
Joy Phone Australia	http://www.joyphoneau.com/	Shop 53 ,Mt Barker central shopping centre, 13 McLaren St, Mount Barker SA 5251, Australia	+61 430 598 119	joyphone77@gmail.com
Platinum Phone Services - iPhone Repairs Gold Coast	http://www.platinumphoneservices.com.au/	Shop 1A/126 Scarborough St, Southport QLD 4215, Australia	+61 411 118 453	No
Casphone Phone, Computer & IT Repairs	https://www.casphone.com.au/	148 Ipswich Rd, Woolloongabba QLD 4102, Australia	+61 7 3733 0960	support@casphone.com.au
Australia GSM World DALLAS	http://www.australiagsmworld.com.au/	22 Dargie Ct, Broadmeadows VIC 3047, Australia	+61 3 9309 7933	tunjay@australiagsmworld.com.au , tunjay@australia-gsmworld.com
PhoneBeats - Phone Repairs	http://www.phonebeats.com.au/	231 Elizabeth St, Melbourne VIC 3000, Australia	+61 450 305 480	phonebeatsinfo@gmail.com
Jun's Repairs Phone n Laptop in Adelaide	http://twotwotwo.com.au/	222 Tapleys Hill Rd, Seaton SA 5023, Australia	+61 490 785 679	sunhocci@gmail.com
Phone Ninja	http://phone-repairs-perth.com.au/	u1/235 Main St, Osborne Park WA 6017, Australia	+61 8 9345 2118	sales@phone-repairs-perth.com.au
Fone King Repair Centre HQ	http://foneking.com.au/location/headquarters/	707/2 Huntley St, Alexandria NSW 2015, Australia	+61 2 9698 8066	bondi@foneking.com.au , tuggerah@foneking.com.au , warringah@foneking.com.au , castletowers@foneking.com.au , info@foneking.com.au , chermside@foneking.com.au , myercentre@foneking.com.au , burwood@foneking.com.au , pittst@foneking.com.au , penrith@foneking.com.au , miranda@foneking.com.au , qvb@foneking.com.au , carindale@foneking.com.au
OnTheGo Phone & Computer Repairs Melbourne CBD Open As Usual	https://www.onthegorepairs.com.au/	190 Russell St, Melbourne VIC 3000, Australia	+61 3 9639 1111	No
Phone Ninja	http://phone-repairs-perth.com.au/	3/297 Great Eastern Hwy, Belmont WA 6104, Australia	+61 8 6248 6665	sales@phone-repairs-perth.com.au
Mobile Experts Indooroopilly	http://www.mobile-experts.com.au/	322 Moggill Rd, Indooroopilly QLD 4068, Australia	+61 7 3878 9199	feedback@mobile-experts.com.au
PT Mobiles Australia	http://www.ptmobiles.com.au/	Shop B15, Carnes Hill Market Place, 245 Cowpasture Rd, Horningsea Park NSW 2171, Australia	+61 2 9607 8522	info@ptmobiles.com.au
REPAIR MATE | Carnegie Central	http://www.repairmate.com.au/	Kiosk 3 20/2 Koornang Rd, Carnegie VIC 3163, Australia	+61 3 9020 4573	melbourne@repairmate.com.au , cranbourne@repairmate.com.au , hobart@repairmate.com.au , carnegie@repairmate.com.au , fairfield@repairmate.com.au , rockdale@repairmate.com.au
Australia GSM World	http://www.australiagsmworld.com.au/	124/1239 Nepean Hwy, Cheltenham VIC 3192, Australia	+61 3 9585 8885	tunjay@australiagsmworld.com.au , tunjay@australia-gsmworld.com
iWorkshop London Court.iPhone Repair Perth ,Phone repairs Perth ,Mac-book Repairs Perth ,Laptop Repairs Perth.	http://www.iworkshop.com.au/	LONDON COURT, Shop 12/647 Hay St, Perth WA 6000, Australia	+61 8 6161 7203	No
SP Mobile Sydney	http://spmobile.com.au/	Shop A/600 George St, Sydney NSW 2000, Australia	+61 466 910 238	info@spmobile.com.au
Mobile Experts Parramatta	http://www.mobile-experts.com.au/	Shop 1147/159-175 Church St, Parramatta NSW 2150, Australia	+61 2 9633 3425	feedback@mobile-experts.com.au
Fix A Phone	https://www.fixaphone.com.au/	220 Glen Huntly Rd, Elsternwick VIC 3185, Australia	+61 3 9523 0666	No
Fone King Brisbane	http://foneking.com.au/location/brisbane/	Shop 112/Myer Centre 91 Queen St, Brisbane City QLD 4000, Australia	+61 7 3210 6666	bondi@foneking.com.au , tuggerah@foneking.com.au , warringah@foneking.com.au , castletowers@foneking.com.au , info@foneking.com.au , chermside@foneking.com.au , myercentre@foneking.com.au , burwood@foneking.com.au , pittst@foneking.com.au , penrith@foneking.com.au , miranda@foneking.com.au , qvb@foneking.com.au , carindale@foneking.com.au
Vones	https://www.vones.com.au/	Level 5 Shop 5006A/100 Market St, Sydney NSW 2000, Australia	+61 2 9387 1688	repairs.sydney@vones.com.au
Star Tech Phone Repairs	http://www.startechphonerepairs.com.au/	9 Treemartin Pl, East Cannington WA 6107, Australia	+61 420 994 662	No
MKC iPhone & iPad Repairs Melbourne	http://www.mkcrepairs.com.au/open-7-days/	447 Elizabeth St, Melbourne VIC 3000, Australia	+61 3 8399 1370	No
iPhone repairs Melbourne CBD	http://iphonerepairsmelbournecbd.com.au/	206/125 Swanston St, Melbourne VIC 3000, Australia	+61 451 086 866	No
Sydney Mobile Phone Repairs	http://www.sydneymobilephonerepairs.com.au/	480 King Georges Rd, Beverly Hills NSW 2209, Australia	+61 2 9099 4444	No
JS Tech Australia	http://www.jstech.com.au/	Address:, 9/17 Keppel Dr, Hallam VIC 3803, Australia	+61 3 9939 7625	orders@jstechstore.com.au
YorIT Solutions l Phones Tablets & Laptops Repair Support l Industry-leading Appointment Based Premium Technology Repair Support & Services Expert Across Brisbane.	https://www.yorit.com.au/	Behind FotoFast Taringa, Suite 14/200 Moggill Rd, Taringa QLD 4068, Australia	+61 420 268 712	decodingroy@outlook.com , info@yorit.com.au
Repair Mate Sydney | Rockdale	http://www.repairmate.com.au/	Shop 1/495 Princes Hwy, Rockdale NSW 2216, Australia	+61 2 8880 9292	melbourne@repairmate.com.au , cranbourne@repairmate.com.au , hobart@repairmate.com.au , carnegie@repairmate.com.au , fairfield@repairmate.com.au , rockdale@repairmate.com.au
Fone King QVB	http://foneking.com.au/location/qvb/	QVB, Shop 44, Lower Ground Level, 455 George Street, George St, Sydney NSW 2000, Australia	+61 2 9283 6988	bondi@foneking.com.au , tuggerah@foneking.com.au , warringah@foneking.com.au , castletowers@foneking.com.au , info@foneking.com.au , chermside@foneking.com.au , myercentre@foneking.com.au , burwood@foneking.com.au , pittst@foneking.com.au , penrith@foneking.com.au , miranda@foneking.com.au , qvb@foneking.com.au , carindale@foneking.com.au
iSmashed - Darwin iPhone Repairs	http://www.ismashed.com.au/	27/69 Mitchell St, Darwin City NT 0800, Australia	+61 428 227 421	No
Mobile Experts Rouse Hill	http://www.mobile-experts.com.au/	K6,Windsor Rd &, White Hart Dr, Rouse Hill NSW 2155, Australia	+61 2 8883 4339	feedback@mobile-experts.com.au
Phone Buzz	http://www.phonebuzz.com.au/	Benowa Gardens Shopping Centre, Benowa Rd, Benowa QLD 4217, Australia	+61 433 348 712	info@phonebuzz.com.au
Fone King Sydney	http://foneking.com.au/location/centre-point/	Kiosk 102a/184 Pitt St, Sydney NSW 2000, Australia	+61 2 9233 3688	bondi@foneking.com.au , tuggerah@foneking.com.au , warringah@foneking.com.au , castletowers@foneking.com.au , info@foneking.com.au , chermside@foneking.com.au , myercentre@foneking.com.au , burwood@foneking.com.au , pittst@foneking.com.au , penrith@foneking.com.au , miranda@foneking.com.au , qvb@foneking.com.au , carindale@foneking.com.au
Phone Repair Doctor	http://www.phonerepairdoctor.com/	641 Ipswich Rd, Annerley QLD 4103, Australia	+61 439 323 931	No
Aussie Mobile Phone Repairs	http://www.aussiemobilephonerepairs.com.au/	Town Square Redbank Plains Shopping Centre, 60B/357-403 Redbank Plains Rd, Redbank Plains QLD 4301, Australia	+61 7 3814 2864	No
Samsung Galaxy Repairs	https://www.samsunggalaxyrepairs.com.au/	Brisbane City QLD 4000, Australia	+61 466 002 258	No
Happytel	http://au.happytel.com/	K31/111 W Lakes Blvd, West Lakes SA 5021, Australia	+61 8 8353 6756	No
Happytel Canberra Centre	http://au.happytel.com/	Kiosk FFK27 Canberra Centre (near JB Hifi on, Level 1/148 Bunda St, Canberra ACT 2601, Australia	+61 2 6257 9978	No
Daddys Phones Repairs Adelaide	http://daddysphones.com.au/	132 Muller Rd, Greenacres SA 5086, Australia	+61 449 852 130	No
iExperts	http://www.iexperts.com.au/	Suite 9A, Level 9/428 George Street The Dymocks Building, Sydney NSW 2000, Australia	+61 1300 500 511	No
IDOC Iphone & Ipad Screen Repairs South Yarra	https://www.idocrepair.com.au/	1/48 Macfarlan St, South Yarra VIC 3141, Australia	+61 3 9867 4292	No
Casphone Phone, Computer & IT Repairs	http://www.casphone.com.au/	13 Hervey Range Rd, Thuringowa Central QLD 4817, Australia	+61 7 3733 0960	No
iFix Repair Brunswick Store	http://www.ifixrepair.com.au/	48 Sydney Rd, Brunswick VIC 3056, Australia	+61 3 8383 1699	No
Brisbane Mobile Phone Repairs	http://www.brisbanemobilephonerepairs.com.au/	276 Sandgate Rd, Albion QLD 4010, Australia	+61 7 3262 9255	No
Device Trader Phones & Computers	http://www.devicetrader.com.au/	1/130 Jonson St, Byron Bay NSW 2481, Australia	+61 2 6685 5585	No
Happy Mobile	http://www.happymobile.com.au/	247 Lonsdale St, Melbourne VIC 3000, Australia	+61 3 9663 4180	No
Fone Galaxy Central	http://www.fonegalaxy.com.au/	Shop 5, 816 George Street Railway square Interchange Pedestrian Tunnel, NSW 2000, Australia	+61 2 9280 1212	No
IDOC Iphone Ipad Screen Repairs Melbourne	https://www.idocrepair.com.au/iphonerepairmelbourne/	150 Swanston St, Melbourne VIC 3000, Australia	+61 3 9077 0411	No
PTC Phone Repair Tweedcity	http://www.ptc.net.au/	54 Minjungbal Dr, Tweed Heads South NSW 2486, Australia	+61 7 5513 0360	No
Cheapest mobile repair Truganina	http://www.cheapestmobilerepair.com.au/	20 Holiday Ct, Truganina VIC 3029, Australia	+61 468 345 670	No
EasyPhix Pty Ltd	http://www.easyphix.com.au/	Level 1/686 Botany Rd, Mascot NSW 2020, Australia	+61 1300 366 136	No
Fix My Mobile - Chermside	https://www.fixmymobile.com.au/	Kiosk 6 Gympie Rd, Chermside QLD 4032, Australia	+61 1300 349 349	No
Aussie Mobile Solution-Telechoice Authorised Dealer-Mobile Phone Sale, Repair,Contract, Accessories	http://aussiemobilesolution.com.au/	Kiosk 015 Brimbank shopping center, Conner Neale road and, Station Rd, Deer Park VIC 3023, Australia	+61 430 207 386	No
PTC Phone Repair Robina	http://www.ptc.net.au/	Shop T2033B 1 Robina Town Centre Dr, Robina QLD 4230, Robina QLD 4230, Australia	+61 7 5580 9375	No
PTC Phone Repair Grand Central	https://www.ptc.net.au/	Grand Central Shopping Centre, Shop K9, Toowoomba City QLD 4350, Australia	+61 7 3733 1599	No
Asan Mobiles Phones Repair Shop Rockdale	https://asan-mobiles.business.site/?utm_source=gmb&utm_medium=referral	Level 1/514 Princes Hwy, Rockdale NSW 2216, Australia	+61 405 556 573	No
PTC Phone Repair Pacific Fair Shop	http://www.ptc.net.au/	Pacific Fair Shopping Centre, 2/32 Hooker Blvd, Broadbeach QLD 4218, Australia	+61 7 5538 6666	No
Mobile Computer Services Australia	http://www.mobilecomputers.com.au/	8/43-51 College St, Gladesville NSW 2111, Australia	+61 2 9817 0544	No
PTC Phone Repair Sunnybank Plaza	http://www.ptc.net.au/	Cnr Mains Rd & Mcculldough St, Shop 12, Sunnybank QLD 4109, Australia	+61 7 3216 9680	No
Screen Fixed	https://www.screenfixed.com.au/	Centreway Arcade, Shop 11/259/263 Collins St, Melbourne VIC 3000, Australia	+61 3 9108 1598	No
MK iPhone iPad & Samsung Repairs Wheelers Hill	http://www.mkrepairs.com.au/	Kiosk 5, Brandon Park Shopping Centre Corner of Ferntree Gully and, Springvale Rd, Wheelers Hill VIC 3150, Australia	+61 478 652 652	No
SkyTree Phones For Cash	http://skytree.com.au/	Shop 6/3163 Surfers Paradise Blvd, Surfers Paradise QLD 4217, Australia	+61 450 040 404	No
GR Phones Sefton Plaza IPhone iPad Tablet Samsung Repair	http://www.grphones.com.au/	Shop 22, Sefton Plaza Shopping Ctr, 239 Main N Rd, Sefton Park SA 5083, Australia	+61 8 8342 0008	No
My Phone Repair Shop	https://myphonerepairshop.business.site/	30 Sydney Rd, Mudgee NSW 2850, Australia	+61 2 6372 1030	No
MobiTech Mobile Phone Repair	https://www.facebook.com/MobixTech/	Shop 10/680 Glenferrie Rd, Hawthorn VIC 3122, Australia	+61 466 980 792	No
JMC Computers - iPhone, iPad & Apple Mac Repairs Melbourne	https://www.jmccomputers.com.au/	INSIDE COBURG MARKET, 24 Louisa St, Coburg VIC 3058, Australia	+61 431 408 141	No
Mobile Pro Fix	http://www.mobileprofix.com.au/	shop 3/464 S Pine Rd, Everton Park QLD 4053, Australia	+61 7 3505 7025	No
IQuickFix Phone and Laptop Repair	http://iquickfix.com.au/	45 Good St, Granville NSW 2142, Australia	+61 2 8897 2722	No
Mobile Experts Town Hall	http://www.mobile-experts.com.au/	Lumière, Town Hall square, Shop 10, 464, Kent St, Sydney NSW 2000, Australia	+61 2 9283 6708	No
qcare	http://www.qcare.net.au/	1/20 Smith St, Parramatta NSW 2150, Australia	+61 2 9891 4608	No
SuperFixer Mobile iPhone Repair, Macbook Repair, Water damage and screen Repair, Data Recovery	http://www.superfixer.com.au/	1 Oakleaf St, Eight Mile Plains QLD 4113, Australia	+61 498 745 716	No
My Mobile	http://www.mymobile.com.au/	69 Adelaide St, Brisbane City QLD 4000, Australia	+61 7 3012 7977	No
iPhix Mobile Phone Repair	https://www.iphixphonerepair.com.au/	level 1/181-185 Rowe St, Eastwood NSW 2122, Australia	+61 406 886 999	No
Mobile Phone Hospital - Genius Phone Repair	http://www.geniusphonerepair.com.au/	Kiosk 1K29, Ground Floor, Westfield Warringah Mall, Brookvale NSW 2100, Australia	+61 2 9938 2925	No
iFone Haven - iPhone Repair Frankston Cheap Phone Screen Replacement Samsung Mobile repairs	http://www.ifonehaven.com.au/	188 Humphries Rd, Mount Eliza VIC 3930, Australia	+61 435 715 624	No
Happytel QVB - Huawei service centre	http://www.happytel.com/	Shop 82/455 George St, Sydney NSW 2000, Australia	+61 2 9261 5210	No
Mobile Phone Hospital - Genius Phone Repair	http://www.geniusphonerepair.com.au/	Kiosk 1K29, Ground Floor, Westfield Warringah Mall, Brookvale NSW 2100, Australia	+61 2 9938 2925	No
Phone Fix Genius	https://www.mobilerepairfactory.com.au/	87 Gibson Ave, Padstow NSW 2211, Australia	+61 2 8739 2050	No
BuzzTech - Geelong	http://www.buzztech.com.au/	404 Latrobe Terrace, Newtown VIC 3220, Australia	+61 3 5292 1921	No
iFone Haven - iPhone Repair Frankston Cheap Phone Screen Replacement Samsung Mobile repairs	http://www.ifonehaven.com.au/	188 Humphries Rd, Mount Eliza VIC 3930, Australia	+61 435 715 624	No
Phone Glass Repair	http://phoneglassrepair.com.au/	344-C, Magill Rd, Kensington Park SA 5068, Australia	+61 1300 415 231	No
fix2U	https://www.fix2u.com/	211 Beveridge St, Swan Hill VIC 3585, Australia	+61 1300 163 090	No
FixBox Phone Repairs Busselton	http://www.fixbox.com.au/	7/90 Queen St, Busselton WA 6280, Australia	+61 8 9794 2242	No
HY Mobile Repairs Morley	https://hy-mobile-repair.business.site/	shop 20/238 Walter Rd W, Morley WA 6062, Australia	+61 433 676 587	No
Casphone Phone and Computer Repairs	http://www.casphone.com.au/	cairns central, 1 - 21 McLeod St, Cairns City QLD 4870, Australia	+61 7 3733 0960	No
Mobile Phone Repair shop	http://www.mobilephonehospital.com.au/	Westfield Chatswood K312, 1 Anderson St, Chatswood NSW 2067, Australia	+61 2 9412 2421	No
Pak Phone Repairs and Accesories	http://www.pakshop.com.au/	320 McCrae St & Walker Street, Dandenong VIC 3175, Australia	+61 3 8752 0815	No
MyTouch Phone Repairs Brimbank	http://www.facebook.com/mytouchbrimbank/	Kiosk 11, Station Rd &, Neale Rd, Deer Park VIC 3023, Australia	+61 3 8315 1100	No
iWorkshop Garden City	https://iworkshopgc.business.site/	Shop 199a/125 Riseley St, Booragoon WA 6154, Australia	+61 8 9364 8344	No
My Phone Rescue	http://www.myphonerescue.com.au/	26 Sussex St, Sydney NSW 2000, Australia	+61 478 930 333	No
LG Mobile Phone Service Centre	http://www.evertec.com.au/	55 Parramatta Rd, Lidcombe NSW 2141, Australia	+61 2 9648 6374	No
Fixpod	https://www.fixpod.com.au/	257 Broadway, Glebe NSW 2037, Australia	+61 1300 349 763	No
Xtreme Mobile Repairs	https://xtreme-mobile-repairs.business.site/	Kiosk1 Markettown, 1024 The Horsley Dr, Wetherill Park NSW 2164, Australia	+61 404 752 177	No
LG Mobile Phone Service Centre	http://www.evertec.com.au/	55 Parramatta Rd, Lidcombe NSW 2141, Australia	+61 2 9648 6374	No
Quickfix Phone Repairs - DFO Essendon	https://quickfix-phone-repairs-dfo-essendon.business.site/	100 Bulla Rd, Essendon Fields VIC 3041, Australia	+61 422 832 319	No
Reliable Mobile Phone Repairs	http://www.reliablecomputerssutherland.com.au/	2A Boyle St, Sutherland NSW 2232, Australia	+61 1800 663 923	No
Camberwell Lotto & Mobile	http://www.lottomobile.com.au/	741 Burke Rd, Camberwell VIC 3124, Australia	+61 3 9882 9297	No
fix2U	https://www.fix2u.com/	211 Beveridge St, Swan Hill VIC 3585, Australia	+61 1300 163 090	No
HTG Canberra - Mobile Phone and iPad Repair	http://www.htgcanberra.com.au/	121A Anthony Rolfe Ave, Gungahlin ACT 2912, Australia	+61 451 977 509	No
Sknet Computers & Phone Repairs	https://sknet-computers-phone-repairs.business.site/?m=true	Shop 34/12 Davis Rd, Kelmscott WA 6111, Australia	+61 8 9390 3556	No
Mytouch Tarneit Central Phone And Laptop Repairs	http://mytouchmobile.com.au/	Kiosk 4/540 Derrimut Rd, Tarneit VIC 3029, Australia	+61 3 8372 2055	No
Alfalah Mobiles	https://www.alfalahmobiles.com.au/?utm_source=GMBlisting&utm_medium=organic	283 The Boulevarde, Punchbowl NSW 2196, Australia	+61 2 9758 9712	No
BuzzTech mobile phone repairs - Warrnambool	https://buzztech.com.au/warrnambool/	179 Koroit St, Warrnambool VIC 3280, Australia	+61 3 5561 5504	No
Fone Express	http://www.foneexpress.com.au/	Shop K304/152 Bunnerong Rd, Eastgardens NSW 2036, Australia	+61 2 8347 2477	No
BuzzTech Mobile Phone Repairs - Colac	https://buzztech.com.au/colac/	201 Murray St, Colac VIC 3250, Australia	+61 475 671 426	No
Fast Computer Repairs	http://www.fastcomputerrepairs.com.au/	Shop 22/Arundel Plaza, 230 Napper Rd, Parkwood QLD 4214, Australia	+61 431 957 715	No
Pak Phone and PC Repairs Box Hill Centro	http://www.pakshop.com.au/	Box Hill Central, f29/17-21 Market St, Box Hill VIC 3128, Australia	+61 3 8394 4291	No
iPhone/iPad & Samsung Repairs	http://www.mkcrepairs.com.au/open-7-days/	Store 2/447 Elizabeth St, Melbourne VIC 3000, Australia	+61 1300 652 652	No
i-Repair Smartphones	http://www.i-repair.com.au/	316 Manningham Rd, Doncaster VIC 3108, Australia	+61 477 850 589	No
Phone Adore - Huawei collection point	http://au.happytel.com/	K3A Westfield Chermside (near The Body Shop and Typo), Gympie &, Hamilton Rd, Chermside QLD 4032, Australia	+61 7 3350 3203	No
Top Case Phone Repair Coomera	http://www.ptc.net.au/	k004 westfield coomera shopping centre, 103 Foxwell Rd, Coomera QLD 4209, Australia	+61 7 5500 0083	No
Fone Doc - iPhone Repairs & iPad Repairs - Cronulla Mall	http://www.fonedoc.com.au/	60 Cronulla St, Cronulla NSW 2230, Australia	+61 2 9544 4811	No
Phonebot	http://www.phonebot.com.au/	289 Broadway, Reservoir VIC 3073, Australia	+61 3 9462 6936	No
iMend Phones	https://www.imendphones.com.au/	27 Cornmeal Parade, Maroochydore QLD 4558, Australia	+61 1300 046 363	No
Haiou Mobile Express	http://haioumobileexpress.business.site/	K125A Westfield Carousel Shopping Centre, 1382 Albany Hwy, Cannington WA 6107, Australia	+61 426 880 386	No
Repair Logic - Kalgoorlie	https://www.repairlogic.com.au/	The Basement West, 202 Hannan St, Kalgoorlie WA 6430, Australia	+61 8 9091 4778	No
Australia GSM World	http://www.australiagsmworld.com.au/	KD36A/1341 Dandenong Rd, Malvern East VIC 3148, Australia	+61 3 9568 8867	No
Speedy Phone Repairs - Phones, Tablets & Laptops Repairs	http://speedyphonerepairs.com.au/	Shop1b/1 Railway Parade, Kogarah NSW 2217, Australia	+61 490 147 702	No
Australia GSM World	http://www.australiagsmworld.com.au/	Commonwealth Bank, 120-200 Rosamond Road Shop-3117 (Near, Maribyrnong VIC 3032, Australia	+61 3 9318 8831	No
TOP I.T. Tech Computer and Phone Repair and Sales	http://www.topittech.com.au/	71 Beecroft Rd, Epping NSW 2121, Australia	+61 2 9869 8611	No
PHONE REPAIRS MYTOUCH WATERGARDENS	https://www.facebook.com/Mytouchwg	Kiosk 10/399,Adjacent to McDonald's WaterGardens Town Center, Taylors Lakes VIC 3038, Australia	+61 468 768 003	No
Lukey PC Repairs	http://lukeypcrepairs.com.au/	31 Woondooma St, Bundaberg Central QLD 4670, Australia	+61 7 4151 7007	No
Glenelg Mobiles	http://www.glenelgmobiles.com.au/	85b Jetty Rd, Glenelg SA 5045, Australia	+61 8 8295 2525	No
Mobile House Beenleigh	http://www.facebook.com/pg/MobileHouseAustralia/shop	Shop 3/86 City Rd, Beenleigh QLD 4207, Australia	+61 423 618 931	No
CELLMATE MADDINGTON	http://www.cellmate.com.au/	KI002, Maddington Central, Cnr Burslem & Attfied st, Maddington WA 6109, Australia	+61 8 9452 7733	support@cellmate.com.au
CasePro Parabanks	https://caseproshop.com/	Attack Hair and Shiels Jewellery, Kiosk 02/68-84 John Street In Front of Price, Salisbury SA 5108, Australia	+61 430 441 401	No
Phone Adore Chadstone - Huawei collection point	https://www.happytel.com/	K0053/1341 Dandenong Rd, Malvern East VIC 3148, Australia	+61 3 9563 2941	info@happytel.com
Technology Traders	https://technologytraders.com.au/	Shop 4, Booval Fair Shopping Centre, Brisbane Rd, Booval QLD 4304, Australia	+61 7 3812 8660	johnsmith@example.com
Pro Phone Repair	http://prophonerepair.com.au/	Albany Plaza, Shop L201/38 Albany Hwy, Albany WA 6330, Australia	+61 433 132 886	pro.phone.repair@gmail.com
Leon's Technology Bulimba Shop	http://www.leonstech.com.au/	shop 8/205 Oxford St, Bulimba QLD 4171, Australia	+61 7 3899 3779	sales@leonstech.com.au
