Title	WebSite	Address	Phone	Email
Tropical Buffet & Grill	https://www.facebook.com/tropicalbuffetandgrill/	19530 Nordhoff St, Northridge, CA 91324, United States	+1 818-678-6688	No
Pisco Sour Market & Peruvian Restaurant	http://www.piscosourmarket.com/	19239 Roscoe Blvd, Northridge, CA 91324, United States	+1 818-453-0700	No
The Habit Burger Grill (Drive-Thru)	https://www.habitburger.com/locations/northridge/	9215 Reseda Blvd, Northridge, CA 91324, United States	+1 818-993-7113	No
IHOP	https://www.ihop.com/en/restaurants-northridge-ca/9012-tampa-avenue-3527?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places	9012 Tampa Ave, Northridge, CA 91324, United States	+1 818-280-6605	No
Pho 22	http://www.pho22.com/northridge.html	9651 Reseda Blvd, Northridge, CA 91324, United States	+1 818-341-4022	admin@pho22.com
Five Guys	https://order.fiveguys.com/menu/northridge/	8850 Tampa Ave, Northridge, CA 91324, United States	+1 818-993-1390	No
Chipotle Mexican Grill	https://locations.chipotle.com/ca/northridge/9205-reseda-blvd?utm_source=google&utm_medium=yext&utm_campaign=yext_listings	9205 Reseda Blvd, Northridge, CA 91324, United States	+1 818-772-5873	ca.0629.csnorthridge@chipotle.com
Honeyfish Poke	http://www.honeyfishpoke.com/	8850 Tampa Ave #107, Los Angeles, CA 91324, United States	+1 818-273-7395	No
All American BBQ	https://www.allamerbbq.com/	18697 Devonshire St, Northridge, CA 91324, United States	+1 818-363-6500	No
El Torito	https://locations.eltorito.com/store/northridge-2	8855 Tampa Ave, Northridge, CA 91324, United States	+1 818-349-1607	No
Kopan Sushi & Ramen	http://kopanramen.com/menu/northridge/	19500 Plummer St b1, Northridge, CA 91324, United States	+1 818-960-4233	No
Del Taco	http://www.deltaco.com/	8941 Corbin Ave, Northridge, CA 91324, United States	+1 818-709-8536	publicrelations@deltaco.com , socialdel@deltaco.com , deltaco@wgiftcard.com
Burgerim	https://www.burgerim.com/our-locations/northridge/	9034 Tampa Ave, Northridge, CA 91324, United States	+1 818-477-2032	No
Chop Stop	https://www.chopstop.com/	9225 Reseda Blvd, Northridge, CA 91324, United States	+1 818-477-2966	info@staging2.chopstop.com , accessibility@staging2.chopstop.com
Castillo	https://www.facebook.com/CastilloMexicanRestaurant	18904 Roscoe Blvd, Northridge, CA 91324, United States	+1 818-772-0901	No
Rosie's BBQ and Grillery	http://www.rosiesbbq.com/	8930 Corbin Ave, Northridge, CA 91324, United States	+1 818-349-3055	No
Farmer Boys	http://www.farmerboys.com/northridge-reseda-blvd/	9010 Reseda Blvd, Northridge, CA 91324, United States	+1 818-882-7888	No
Q & Q Hawaiian B.B.Q	http://www.qqhawaiianbbq.com/	8850 Tampa Ave #104, Northridge, CA 91324, United States	+1 818-882-6789	No
H2O Sushi & Izakaya	http://h2osushiizakaya.com/	9301 Tampa Ave #144, Northridge, CA 91324, United States	+1 818-700-8300	octopusgroup@octopusrestaurant.com
Village Tandoor	http://www.northridgevillagetandoor.com/	18530 Devonshire St, Northridge, CA 91324, United States	+1 818-366-2820	No
Del Taco	http://www.deltaco.com/	19309 Roscoe Blvd, Northridge, CA 91324, United States	+1 818-998-5995	publicrelations@deltaco.com , socialdel@deltaco.com , deltaco@wgiftcard.com
Las Dunas Peruvian Cuisine	http://lasdunasperuviancuisine.com/	9350 Corbin Ave, Northridge, CA 91324, United States	+1 818-818-5063	lasdunasperuviancuisine@gmail.com
Red Robin Gourmet Burgers and Brews	https://www.redrobin.com/	9301 Tampa Ave Unit 128, Northridge, CA 91324, United States	+1 818-717-5030	No
The Flame Broiler	http://www.flamebroilerusa.com/	19350 Nordhoff St, Northridge, CA 91324, United States	+1 818-734-7300	No
Ubatuba Acai	http://www.ubatubaacai.com/	9667 Reseda Blvd, Northridge, CA 91324, United States	+1 818-960-9090	ubatubaacai@gmail.com
El Taco Llama.	https://www.facebook.com/pages/El-Taco-Llama/118883068126379	8709 Corbin Ave # B, Northridge, CA 91324, United States	+1 818-885-5918	No
TacosWay	https://tacosway.com/	8341 Tampa Ave, Northridge, CA 91324, United States	+1 747-202-0441	No
Jack in the Box	https://locations.jackinthebox.com/us/ca/northridge/9433-reseda-blvd	9433 Reseda Blvd, Northridge, CA 91324, United States	+1 818-885-8261	No
Potato Corner	http://potatocornerusa.com/locations/	9301 Tampa Ave, Northridge, CA 91324, United States	+1 818-885-9700	contactus@PotatoCornerUSA.com
Subway	https://order.subway.com/en-us/restaurant/51680/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=51680&utm_campaign=evergreen-2020	18545 Roscoe Blvd, Northridge, CA 91324, United States	+1 818-280-3090	No
Baja Fresh	http://www.bajafresh.com/stores/mexican-food-northridge/30690	9159 Reseda Blvd, Northridge, CA 91324, United States	+1 818-341-4575	clubbaja@kahalamgmt.com , customerservice@kahalamgmt.com
Xevichez sushi bar	http://www.xevichezsushibar.com/	18531 Devonshire St, Northridge, CA 91324, United States	+1 747-239-1904	info@xevichezsushibar.com
Myungin Dumplings (명인만두)	http://myungindumplings.net/	19520 Nordhoff St #4, Northridge, CA 91324, United States	+1 818-280-6001	myungindumpling@gmail.com
El Pollo Loco	http://www.elpolloloco.com/locations/store/5737	8301 Reseda Blvd, Northridge, CA 91324, United States	+1 818-886-3157	No
Black Angus Steakhouse	http://locations.blackangus.com/ll/us/ca/northridge/9145-corbin-avenue?utm_source=MomentFeed_1058	9145 Corbin Ave, Northridge, CA 91324, United States	+1 818-701-1600	guestrelations@blackangus.com , MktAlerts@blackangus.com
Poke Bar	http://www.ilovepokebar.com/	9301 Tampa Ave FC6, Northridge, CA 91324, United States	+1 818-885-1185	No
Subway	https://order.subway.com/en-us/restaurant/447/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=447&utm_campaign=evergreen-2020	8866 Corbin Ave, Northridge, CA 91324, United States	+1 818-701-5073	No
L & L Hawaiian Barbecue	http://hawaiianbarbecue.com/	18657 Devonshire St, Northridge, CA 91324, United States	+1 818-363-8840	No
Mamicon's Restaurant	http://mamiconsrestaurantcom.com/	8363 Reseda Blvd unit 13, Northridge, CA 91324, United States	+1 818-477-2448	No
Subway	https://order.subway.com/en-us/restaurant/24279/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=24279&utm_campaign=evergreen-2020	18649 Devonshire St, Northridge, CA 91324, United States	+1 818-363-2138	No
Little Caesars Pizza	https://littlecaesars.com/en-us/store/6203?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=6203	9000-9020 Reseda Blvd, Northridge, CA 91324, United States	+1 818-349-9200	No
Bob's Big Boy	http://www.northridgebobsbigboy.com/	8876 Corbin Ave, Northridge, CA 91324, United States	+1 818-772-2627	No
Outback Steakhouse	https://www.outback.com/	18711 Devonshire St, Northridge, CA 91324, United States	+1 818-366-2341	No
Urbane Cafe	http://www.urbanecafe.com/	9020 Reseda Blvd, Northridge, CA 91324, United States	+1 818-812-9036	No
Stone Oven	http://www.stoneoven.com/	9301 Tampa Ave #104, Northridge, CA 91324, United States	+1 818-718-8811	info@stoneoven.com
Burger King	https://burgerking.com/store-locator/store/restaurant_549	19640 Nordhoff St, Northridge, CA 91324, United States	+1 818-885-9363	No
Gold Medal Buffet and Grill	https://www.goldmedalbuffet.com/	9224 Reseda Blvd, Northridge, CA 91324, United States	+1 818-998-3688	goldmedalbuffet@gmail.com
McDonald's	https://www.mcdonalds.com/us/en-us/location/CA/NORTHRIDGE/9101-RESEDA-BLVD/7074.html?cid=RF:YXT:GMB::Clicks	9101 Reseda Blvd, Northridge, CA 91324, United States	+1 818-886-8203	No
Wingstop	https://www.wingstop.com/location/wingstop-605-northridge-ca-91324/menu?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib	9041 Reseda Blvd, Northridge, CA 91324, United States	+1 818-998-9464	No
Chuck E. Cheese	https://locations.chuckecheese.com/us/ca/northridge/8425-reseda-blvd.	8425 Reseda Blvd, Northridge, CA 91324, United States	+1 818-993-3447	GuestRelations@cecentertainment.com , media@cecentertainment.com
Bar Louie - Northridge Fashion Center	https://www.barlouie.com/locations/us/ca/northridge/northridge-fashion-center?utm_source=other&utm_medium=listings	9301 Tampa Avenue Suite# 218, Northridge, CA 91324, United States	+1 747-237-3500	No
Burger King	https://burgerking.com/store-locator/store/restaurant_2817	8500 Reseda Blvd, Northridge, CA 91324, United States	+1 818-349-1985	No
Dunkin'	https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=354575	9355 Reseda Blvd, Northridge, CA 91324, United States	+1 818-341-3333	No
Jamba	https://www.jamba.com/ca/northridge/plaza-di-northridge-111?utm_source=google&utm_medium=organic&utm_campaign=localmaps	19500 Plummer Street #F-3, Northridge, CA 91324, United States	+1 818-678-6979	No
Shik Do Rak Northridge	https://shikdorakrestaurant.com/	18434 Devonshire St, Northridge, CA 91325, United States	+1 818-832-7080	No
Shakey's Pizza Parlor	https://www.shakeys.com/locations/los-angeles/northridge-reseda-pizza-restaurant/	10340 Reseda Blvd, Northridge, CA 91326, United States	+1 818-360-2151	contactus@shakeys.com
Umai Savory Hot Dogs	https://umaihotdogs.com/	9301 Tampa Ave FC5, Northridge, CA 91324, United States	+1 818-671-0373	info@umaihotdogs.com
Panda Express	https://www.pandaexpress.com/userlocation/219/CA/Northridge/18427-d-Nordhoff-St	18427-d Nordhoff St, Northridge, CA 91325, United States	+1 818-700-2829	No
Pizza Hut	https://locations.pizzahut.com/ca/northridge/10231-reseda-avenue	10231 Reseda Blvd, Northridge, CA 91324, United States	+1 818-998-4700	No
Hawaiian Hot Chicken	http://hawaiianhotchicken.square.site/	17646 Lassen St #5, Northridge, CA 91324, United States	+1 818-456-6187	No
Costco Food Court	http://m.costco.com/WarehouseLocatorView%3FlangId%3D-1%26storeId%3D10301%26catalogId%3D10701	8810 Tampa Ave, Northridge, CA 91324, United States	+1 818-775-2997	No
Dave & Buster's	https://www.daveandbusters.com/locations/northridge	9301 Tampa Ave Suite 212, Northridge, CA 91324, United States	+1 818-739-3100	No
Panda Chinese Fast Food	https://myhotwokcafe.com/	8880 Corbin Ave, Northridge, CA 91324, United States	+1 818-349-6699	No
Rita's Italian Ice & Frozen Custard	http://www.ritasfranchises.com/Northridge	9002 Tampa Ave, Northridge, CA 91324, United States	+1 818-998-9444	No
85°C Bakery Cafe	http://www.85cbakerycafe.com/	9046 Tampa Ave, Northridge, CA 91324, United States	+1 818-576-9885	customerservice@85cbakerycafe.com
Ben & Jerry’s	https://www.benjerry.com/northridge	9301 Tampa Ave #121, Northridge, CA 91324, United States	+1 818-349-7714	address@email.com
Jamba	https://www.jamba.com/ca/northridge/devonshire-reseda-sc-163?utm_source=google&utm_medium=organic&utm_campaign=localmaps	18506 Devonshire St, Northridge, CA 91324, United States	+1 818-885-5801	No
Presto Pasta	http://prestopasta.com/	17923 Chatsworth St #5606, Granada Hills, CA 91344, United States	+1 818-360-7737	newburypark@prestopasta.com , valencia@prestopasta.com , simivalley@prestopasta.com , granadahills@prestopasta.com , prestopasta@prestopasta.com , santabarbara@prestopasta.com , ventura@prestopasta.com , camarillo@prestopasta.com
Auntie Anne's	https://www.auntieannes.com/ca/northridge/143-1?utm_source=google&utm_medium=organic&utm_campaign=localmaps	9301 Tampa Ave Space 152, Northridge, CA 91324, United States	+1 818-998-8532	No
Mimi's Cafe	https://www.mimiscafe.com/locations/northridge/	19710 Nordhoff Pl, Chatsworth, CA 91311, United States	+1 818-717-8334	GuestRelations@mimiscafe.com , MediaRelations@mimiscafe.com
Mis Raices Salvadoran Restaurant	http://misraicessalvadoreanrestaurant.com/	7539 Reseda Blvd, Reseda, CA 91335, United States	+1 818-708-1205	No
The Habit Burger Grill	https://www.habitburger.com/locations/chatsworth/	9243 Winnetka Ave, Chatsworth, CA 91311, United States	+1 818-773-0257	No
Panda Express	https://www.pandaexpress.com/userlocation/426/CA/Granada-Hills/18080-Chatsworth-St-b	18080 Chatsworth St #b, Granada Hills, CA 91344, United States	+1 818-366-8632	No
Del Taco	http://www.deltaco.com/	18070 Chatsworth St, Granada Hills, CA 91344, United States	+1 818-832-6373	publicrelations@deltaco.com , socialdel@deltaco.com , deltaco@wgiftcard.com
Yoshinoya Nordhoff & Reseda	http://www.yoshinoyaamerica.com/	18441 Nordhoff St, Northridge, CA 91325, United States	+1 818-885-5133	No
Jack in the Box	https://locations.jackinthebox.com/us/ca/granada-hills/17744-chatsworth-st	17744 Chatsworth St, Granada Hills, CA 91344, United States	+1 818-363-9013	No
Jersey Mike's Subs	https://www.jerseymikes.com/20026	19350 C Nordhoff St, Northridge, CA 91324, United States	+1 818-886-5800	shorepoints@jerseymikes.com
Poquito Mas	http://www.poquitomas.com/	9229 Winnetka Avenue # A # A, Chatsworth, CA 91311, United States	+1 818-775-1555	No
Pieology Pizzeria Granada Village	https://www.pieology.com/locations/CA/granada-village	17943 Chatsworth St Unit 30A, Granada Hills, CA 91344, United States	+1 818-814-9454	No
Vallarta Supermarkets	https://vallartasupermarkets.com/en/store-locations/Northridge-5	8453 Reseda Blvd, Northridge, CA 91324, United States	+1 818-576-1280	info@vallartasupermarkets.com , maricela@vpepr.com
Applebee's Grill + Bar	https://www.applebees.com/en/restaurants-chatsworth-ca/9255-winnetka-ave-76050?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places	9255 Winnetka Ave, Chatsworth, CA 91311, United States	+1 818-885-6519	No
Ali Baba Persian Restaurant	http://orderalibabapersianrestaurant.com/	17513 Chatsworth St, Granada Hills, CA 91344, United States	+1 818-832-0335	No
Sansai Japanese Grill	http://www.sansaigrill.com/	9243 Winnetka Ave, Chatsworth, CA 91311, United States	+1 818-734-0005	No
Villa Italian Kitchen	https://locations.villaitaliankitchen.com/us/ca/northridge/9301-tampa-ave.html?utm_source=Yext&utm_medium=Local&utm_campaign=Website&y_source=1_MzQwMzEyOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ==	9301 Tampa Ave Suite Fc4, Northridge, CA 91324, United States	+1 661-803-6812	WeCare@villarestaurantgroup.com
Taco Bell	https://locations.tacobell.com/ca/northridge/18100-parthenia-st.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=003114&utm_content=website	18100 Parthenia St, Northridge, CA 91325, United States	+1 818-772-0413	No
Panda Express	https://www.pandaexpress.com/userlocation/1473/CA/Northridge/18111-Nordhoff-St	18111 Nordhoff St, Northridge, CA 91330, United States	+1 818-727-7226	No
Denny's	https://locations.dennys.com/CA/RESEDA/246789?utm_source=yext&utm_medium=local-listing&utm_campaign=yext-listing	7600 Reseda Blvd, Reseda, CA 91335, United States	+1 818-996-4481	No
Subway	https://order.subway.com/en-us/restaurant/54739/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=54739&utm_campaign=evergreen-2020	9301tampa Ave Space 00103, Northridge, CA 91324, United States	+1 818-775-5750	No
House Of Shish Kabob	http://houseofshishkabob.net/	10224 Mason Ave, Chatsworth, CA 91311, United States	+1 818-700-0111	ssambangi@clorder.com
Burger King	https://burgerking.com/store-locator/store/restaurant_4287	18111 Nordhoff St, Northridge, CA 91330, United States	+1 818-677-3590	No
Steak Escape	https://steakescape.com/menu/	9301 Tampa Ave, Northridge, CA 91324, United States	+1 818-727-7681	No
Carl's Jr.	https://www.carlsjr.com/?utm_source=Yext&utm_medium=Visit%20Website&utm_campaign=Homepage	18090 W, Chatsworth St, Granada Hills, CA 91344, United States	+1 818-360-6125	mediarelations@ckr.com
Chinese Gourmet Express	http://www.chinese-gourmet-express.com/	9301 Tampa Ave FC7, Northridge, CA 91324, United States	+1 818-886-3108	No
Pizza Hut	https://locations.pizzahut.com/ca/reseda/19371-a-saticoy-st	19371-A, Saticoy St Suite A C-12, Reseda, CA 91335, United States	+1 818-998-5600	No
Mandarin King	https://mandarinkingtogo.com/	17092 Devonshire St, Northridge, CA 91325, United States	+1 818-366-8999	No
Chan's Mongolian	http://www.changsmongoliangrill.com/	9301 Tampa Ave, Northridge, CA 91324, United States	+1 818-886-3024	No
Jack in the Box	https://locations.jackinthebox.com/us/ca/northridge/11216-tampa-ave	11216 Tampa Ave, Northridge, CA 91326, United States	+1 818-368-9941	No
Baja Fresh	http://www.bajafresh.com/stores/mexican-food-porter-ranch/30133	19711 # C, Rinaldi St, Northridge, CA 91326, United States	+1 818-831-3100	clubbaja@kahalamgmt.com , customerservice@kahalamgmt.com
TGI Fridays	https://locations.tgifridays.com/ca/northridge/19855-rinaldi-st.html?utm_source=google&utm_medium=local&utm_campaign=google-local	19855 Rinaldi St, Northridge, CA 91326, United States	+1 818-831-2324	No
Carl's Jr.	https://www.carlsjr.com/?utm_source=Yext&utm_medium=Visit%20Website&utm_campaign=Homepage	20105 Saticoy St, Canoga Park, CA 91306, United States	+1 818-709-0689	mediarelations@ckr.com
Baja Fresh	http://www.bajafresh.com/stores/mexican-food-granada-hills/30439	16912 Devonshire St, Granada Hills, CA 91344, United States	+1 818-360-1472	clubbaja@kahalamgmt.com , customerservice@kahalamgmt.com
Jamba Granada Village	https://www.jamba.com/ca/los-angeles/granada-village-1605?utm_source=google&utm_medium=organic&utm_campaign=localmaps	18145 Chatsworth St, Granada Hills, CA 91344, United States	+1 818-360-3922	No
Jersey Mike's Subs	https://www.jerseymikes.com/20038	Shopping Center, 18131 Chatsworth Street Granada Village, Granada Hills, CA 91344, United States	+1 818-923-5080	shorepoints@jerseymikes.com
Chipotle Mexican Grill	https://locations.chipotle.com/ca/granada-hills/16959-devonshire-st?utm_source=google&utm_medium=yext&utm_campaign=yext_listings	16959 Devonshire St, Granada Hills, CA 91344, United States	+1 747-300-4570	ca.1681.GranadaHills@chipotle.com
Del Taco	http://www.deltaco.com/	19644 Vanowen St, Reseda, CA 91335, United States	+1 818-345-3376	publicrelations@deltaco.com , socialdel@deltaco.com , deltaco@wgiftcard.com
Five Guys	https://order.fiveguys.com/menu/five-guys-4001	8400 Balboa Blvd, Northridge, CA 91329, United States	+1 818-221-6966	No
Taco Bell	https://locations.tacobell.com/ca/northridge/9825-balboa-blvd.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=028467&utm_content=website	9825 Balboa Blvd, Northridge, CA 91325, United States	+1 818-349-0745	No
Chipotle Mexican Grill	https://locations.chipotle.com/ca/northridge/8420-balboa-blvd?utm_source=google&utm_medium=yext&utm_campaign=yext_listings	8420 Balboa Blvd #110, Northridge, CA 91325, United States	+1 818-891-1034	CA.3026.NorthHills@chipotle.com
Popeyes Louisiana Kitchen	https://www.popeyes.com/store-locator/store/restaurant_82332	18300 Vanowen St, Reseda, CA 91335, United States	+1 818-774-9581	No
KFC	https://locations.kfc.com/ca/northridge/8644-balboa-blvd	8644 Balboa Blvd, Northridge, CA 91325, United States	+1 818-885-9554	No
Denny's	https://locations.dennys.com/CA/NORTHRIDGE/247142?utm_source=yext&utm_medium=local-listing&utm_campaign=yext-listing	17018 Devonshire St, Northridge, CA 91325, United States	+1 818-363-9400	No
Carl's Jr.	https://www.carlsjr.com/?utm_source=Yext&utm_medium=Visit%20Website&utm_campaign=Homepage	18756 Sherman Way, Reseda, CA 91335, United States	+1 818-881-8775	mediarelations@ckr.com
ATHENIAN GRILL	http://atheniangrillreseda.com/	7042 Reseda Blvd, Reseda, CA 91335, United States	+1 818-345-8445	atheniangrillreseda@yahoo.com
Jack in the Box	https://locations.jackinthebox.com/us/ca/northridge/8322-balboa-ave	8322 Balboa Blvd, Northridge, CA 91325, United States	+1 818-345-6492	No
Panda Express	https://www.pandaexpress.com/userlocation/1014/CA/Northridge/17056-Devonshire-St	17056 Devonshire St, Northridge, CA 91325, United States	+1 818-360-9091	No
Panera Bread	https://locations.panerabread.com/ca/granada-hills/16836-w-devonshire-st.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search	16836 W Devonshire St, Granada Hills, CA 91344, United States	+1 818-900-0646	No
Carl's Jr.	https://www.carlsjr.com/?utm_source=Yext&utm_medium=Visit%20Website&utm_campaign=Homepage	16815 Devonshire St, Granada Hills, CA 91344, United States	+1 818-368-5177	mediarelations@ckr.com
Taco Bell	https://locations.tacobell.com/ca/canoga-park/8220-de-soto-ave.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=028473&utm_content=website	8220 De Soto Ave, Canoga Park, CA 91304, United States	+1 818-341-9505	No
The Cheesecake Factory	https://locations.thecheesecakefactory.com/ca/canoga-park-170.html?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places	6600 Topanga Canyon Blvd Ste 51, Canoga Park, CA 91303, United States	+1 818-883-9900	No
Taco Bell	https://locations.tacobell.com/ca/chatsworth/21120-devonshire-street.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=000286&utm_content=website	21120 Devonshire St, Chatsworth, CA 91311, United States	+1 818-341-2688	No
